engine,benchmark,sf,query,storage,n_reps,min_s,avg_power_w,avg_gpu_util,max_mem_mb,num_steady_samples,gpu_energy_j,gpu_energy_derived_j,avg_cpu_pkg_w,cpu_energy_j,cpu_energy_derived_j,total_energy_j,status,source_file
maximus,clickbench,1,q1,gpu,1000,0.008,123.0,83.8,40766.0,72,0.9844,0.984,0.0,0.0,0.0,0.9844,OK,maximus_clickbench_sf1_metrics_summary_20260316_083614.csv
maximus,clickbench,1,q20,gpu,553,0.025,178.6,96.0,40768.0,176,4.4662,4.465,0.0,0.0,0.0,4.4662,OK,maximus_clickbench_sf1_metrics_summary_20260316_083614.csv
maximus,clickbench,1,q6,gpu,1000,0.007,120.0,87.0,40768.0,76,0.8399,0.84,0.0,0.0,0.0,0.8399,OK,maximus_clickbench_sf1_metrics_summary_20260316_083614.csv
maximus,clickbench,10,q1,gpu,1000,0.008,191.3,95.3,40768.0,322,1.5305,1.5304,0.0,0.0,0.0,1.5305,OK,maximus_clickbench_sf10_metrics_summary_20260316_083741.csv
maximus,clickbench,10,q20,gpu,94,0.115,233.5,98.6,40766.0,186,26.8581,26.8525,0.0,0.0,0.0,26.8581,OK,maximus_clickbench_sf10_metrics_summary_20260316_083741.csv
maximus,clickbench,10,q6,gpu,1000,0.011,167.1,97.1,40768.0,398,1.838,1.8381,0.0,0.0,0.0,1.838,OK,maximus_clickbench_sf10_metrics_summary_20260316_083741.csv
maximus,clickbench,20,q1,gpu,1000,0.008,202.5,97.4,56890.0,561,1.6197,1.62,0.0,0.0,0.0,1.6197,OK,maximus_clickbench_sf20_metrics_summary_20260316_083859.csv
maximus,clickbench,20,q20,gpu,55,0.193,201.3,85.9,56888.0,247,38.8414,38.8509,0.0,0.0,0.0,38.8414,OK,maximus_clickbench_sf20_metrics_summary_20260316_083859.csv
maximus,clickbench,20,q6,gpu,759,0.017,163.6,92.7,56890.0,609,2.7818,2.7812,0.0,0.0,0.0,2.7818,OK,maximus_clickbench_sf20_metrics_summary_20260316_083859.csv
maximus,clickbench,5,q0,gpu,100,0.0,175.9,96.9,15691.0,21,0.0,0.0,109.7,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q1,gpu,1000,0.008,180.9,93.9,40766.0,181,1.4468,1.4472,0.0,0.0,0.0,1.4468,OK,maximus_clickbench_sf5_metrics_summary_20260316_083648.csv
maximus,clickbench,5,q10,gpu,2500,0.004,165.6,96.0,15691.0,680,0.7,0.6624,110.6,0.4,0.4424,1.1,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q11,gpu,1667,0.006,161.8,96.4,15691.0,481,1.0,0.9708,110.7,0.7,0.6642,1.7,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q12,gpu,556,0.017,125.4,55.3,15697.0,277,2.1,2.1318,110.5,1.9,1.8785,4.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q13,gpu,223,0.045,132.1,73.3,15693.0,188,5.9,5.9445,110.9,5.0,4.9905,10.9,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q14,gpu,527,0.018,116.4,47.0,15697.0,299,2.1,2.0952,110.7,2.0,1.9926,4.1,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q15,gpu,5000,0.002,179.1,96.8,15697.0,1204,0.4,0.3582,111.0,0.2,0.222,0.6,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q16,gpu,477,0.021,122.5,52.8,15697.0,231,2.6,2.5725,111.4,2.3,2.3394,4.9,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q17,gpu,477,0.021,121.1,55.6,15697.0,244,2.5,2.5431,110.8,2.3,2.3268,4.8,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q19,gpu,100,0.0,99.7,40.8,15691.0,57,0.0,0.0,110.7,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q2,gpu,1429,0.007,147.9,90.3,15693.0,483,1.0,1.0353,110.0,0.8,0.77,1.8,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q20,gpu,163,0.069,218.6,98.4,40766.0,179,15.0805,15.0834,0.0,0.0,0.0,15.0805,OK,maximus_clickbench_sf5_metrics_summary_20260316_083648.csv
maximus,clickbench,5,q21,gpu,213,0.046,244.7,98.6,15695.0,175,11.3,11.2562,110.7,5.1,5.0922,16.4,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q22,gpu,228,0.044,227.0,96.7,15693.0,189,10.0,9.988,111.1,4.9,4.8884,14.9,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q23,gpu,218,0.046,215.8,82.4,15691.0,220,9.9,9.9268,111.0,5.1,5.106,15.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q24,gpu,417,0.023,114.2,48.3,15691.0,234,2.6,2.6266,110.9,2.6,2.5507,5.2,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q25,gpu,218,0.045,121.2,68.0,15691.0,188,5.5,5.454,110.8,5.0,4.986,10.5,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q26,gpu,304,0.033,116.2,55.3,15691.0,210,3.8,3.8346,110.7,3.7,3.6531,7.5,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q29,gpu,3334,0.003,154.1,80.0,15693.0,945,0.5,0.4623,-3272.2,-9.8,-9.8166,-9.3,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q3,gpu,1667,0.006,154.4,97.1,15693.0,499,0.9,0.9264,110.3,0.7,0.6618,1.6,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q30,gpu,1667,0.006,173.1,95.5,15699.0,492,1.0,1.0386,111.0,0.7,0.666,1.7,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q31,gpu,910,0.01,172.0,95.4,15699.0,327,1.7,1.72,110.9,1.1,1.109,2.8,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q32,gpu,99,0.085,145.7,68.4,15697.0,124,12.4,12.3845,110.9,9.4,9.4265,21.8,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q33,gpu,110,0.091,84.6,27.8,15697.0,157,7.7,7.6986,110.4,10.1,10.0464,17.8,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q34,gpu,112,0.091,83.6,25.6,15697.0,151,7.6,7.6076,110.4,10.0,10.0464,17.6,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q35,gpu,5000,0.002,181.0,97.0,15697.0,1173,0.4,0.362,110.8,0.2,0.2216,0.6,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q36,gpu,10000,0.001,183.6,97.0,15691.0,2227,0.2,0.1836,110.5,0.1,0.1105,0.3,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q37,gpu,10000,0.001,184.0,97.0,15691.0,2225,0.2,0.184,110.6,0.1,0.1106,0.3,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q38,gpu,100,0.0,102.6,45.6,15691.0,57,0.0,0.0,110.6,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q39,gpu,100,0.0,173.0,95.9,15691.0,22,0.0,0.0,111.3,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q4,gpu,10000,0.001,184.5,96.4,15693.0,2273,0.2,0.1845,110.5,0.1,0.1105,0.3,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q40,gpu,100,0.0,107.0,66.9,15691.0,61,0.0,0.0,110.3,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q41,gpu,100,0.0,107.3,45.3,15691.0,60,0.0,0.0,110.5,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q5,gpu,10000,0.0,184.4,96.0,15693.0,2220,0.0,0.0,110.6,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q6,gpu,1000,0.008,161.5,96.1,40768.0,218,1.2922,1.292,0.0,0.0,0.0,1.2922,OK,maximus_clickbench_sf5_metrics_summary_20260316_083648.csv
maximus,clickbench,5,q7,gpu,100,0.0,155.7,86.3,15695.0,27,0.0,0.0,111.5,0.0,0.0,0.0,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q8,gpu,271,0.036,190.3,99.0,15691.0,192,6.9,6.8508,110.9,4.0,3.9924,10.9,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,clickbench,5,q9,gpu,271,0.037,191.4,99.0,15693.0,192,7.1,7.0818,111.0,4.1,4.107,11.2,OK,maximus_clickbench_sf5_metrics_summary_20260304_001509.csv
maximus,h2o,1gb,q1,cpu,180,0.055469,62.6,7.1,40770.0,1372,0.0,3.4724,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,1gb,q10,cpu,167,0.048,185.4,67.0,8844.0,404,0.0,8.8992,131.9,6.3,6.3312,6.3,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,1gb,q2,cpu,500,0.019,183.9,74.5,8840.0,861,0.0,3.4941,132.0,2.5,2.508,2.5,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,1gb,q3,cpu,35,0.289667,67.8,13.5,40776.0,487,0.0,19.6394,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,1gb,q4,cpu,313,0.019,183.9,79.1,8842.0,507,0.0,3.4941,132.5,2.5,2.5175,2.5,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,1gb,q5,cpu,138,0.070444,63.0,7.5,40774.0,1137,0.0,4.438,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,1gb,q6,cpu,35,0.189,196.9,91.6,8838.0,217,0.0,37.2141,130.8,24.7,24.7212,24.7,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,1gb,q7,cpu,223,0.016,184.7,77.1,8844.0,386,0.0,2.9552,132.2,2.1,2.1152,2.1,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,1gb,q9,cpu,189,0.02,184.0,72.6,8842.0,398,0.0,3.68,132.0,2.6,2.64,2.6,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q1,cpu,80,0.110608,62.6,7.4,40770.0,1164,0.0,6.9241,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,2gb,q10,cpu,103,0.096,185.4,76.9,11498.0,548,0.0,17.7984,-5374.2,-515.9,-515.9232,-515.9,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q2,cpu,125,0.038,184.2,83.5,10030.0,449,0.0,6.9996,132.3,5.0,5.0274,5.0,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q3,cpu,24,0.407717,65.3,13.4,40776.0,544,0.0,26.6239,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,2gb,q4,cpu,271,0.037,184.2,75.0,10032.0,921,0.0,6.8154,132.0,4.9,4.884,4.9,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q5,cpu,65,0.137757,63.3,7.5,40774.0,1022,0.0,8.72,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,2gb,q6,cpu,20,0.51,197.9,92.6,10028.0,280,0.0,100.929,130.2,66.4,66.402,66.4,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q7,cpu,159,0.033,185.0,74.3,10034.0,582,0.0,6.105,131.9,4.4,4.3527,4.4,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,2gb,q9,cpu,250,0.04,184.5,70.0,10032.0,936,0.0,7.38,131.5,5.3,5.26,5.3,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,3gb,q1,cpu,59,0.165525,62.6,6.7,40770.0,1394,0.0,10.3619,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,3gb,q2,cpu,37,0.266,184.8,75.6,14424.0,1027,0.0,49.1568,133.4,35.5,35.4844,35.5,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,3gb,q3,cpu,17,0.531554,65.5,10.6,40776.0,655,0.0,34.8168,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,3gb,q4,cpu,44,0.2,183.8,84.6,14424.0,1115,0.0,36.76,133.2,26.6,26.64,26.6,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,3gb,q5,cpu,45,0.220757,63.4,7.3,40774.0,1129,0.0,13.996,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,3gb,q6,cpu,3,4.033,191.7,61.6,14420.0,424,0.0,773.1261,135.0,544.6,544.455,544.6,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,3gb,q7,cpu,16,0.622,183.7,90.9,14426.0,706,0.0,114.2614,133.6,83.1,83.0992,83.1,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,3gb,q9,cpu,24,0.0,184.3,74.7,15570.0,311,0.0,0.0,137.2,0.0,0.0,0.0,FAIL,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,4gb,q1,cpu,38,0.219845,62.5,6.8,40770.0,1208,0.0,13.7403,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,4gb,q2,cpu,27,0.364,184.2,68.0,15494.0,1138,0.0,67.0488,133.6,48.6,48.6304,48.6,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,4gb,q3,cpu,15,0.676744,64.3,9.1,40776.0,868,0.0,43.5146,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,4gb,q4,cpu,34,0.266,183.7,75.6,15156.0,1219,0.0,48.8642,133.5,35.5,35.511,35.5,OK,maximus_cpu_data_metrics_summary_20260302_133558.csv
maximus,h2o,4gb,q5,cpu,35,0.28948,63.2,7.1,40774.0,1177,0.0,18.2951,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,h2o,4gb,q6,cpu,4,2.911,118.7,48.3,12777.0,316,0.0,345.5357,111.2,323.7,323.7032,323.7,OK,maximus_cpu_data_metrics_summary_20260301_061838.csv
maximus,h2o,4gb,q7,cpu,15,0.642,60.3,7.4,12783.0,715,0.0,38.7126,111.9,71.8,71.8398,71.8,OK,maximus_cpu_data_metrics_summary_20260301_061838.csv
maximus,h2o,4gb,q9,cpu,29,0.347,60.3,8.1,12783.0,1035,0.0,20.9241,112.7,39.1,39.1069,39.1,OK,maximus_cpu_data_metrics_summary_20260301_061838.csv
maximus,microbench_clickbench,1,w1_001,gpu,1000,0.005,125.0,86.4,40768.0,69,0.6248,0.625,0.0,0.0,0.0,0.6248,OK,maximus_microbench_clickbench_sf1_metrics_summary_20260316_084704.csv
maximus,microbench_clickbench,1,w3_011,gpu,1000,0.021,132.6,94.8,40770.0,64,2.7852,2.7846,0.0,0.0,0.0,2.7852,OK,maximus_microbench_clickbench_sf1_metrics_summary_20260316_084704.csv
maximus,microbench_clickbench,1,w6_016,gpu,1000,0.014,134.0,95.7,40766.0,63,1.8754,1.876,0.0,0.0,0.0,1.8754,OK,maximus_microbench_clickbench_sf1_metrics_summary_20260316_084704.csv
maximus,microbench_clickbench,10,w1_001,gpu,1000,0.001,192.2,96.5,40768.0,317,0.1922,0.1922,0.0,0.0,0.0,0.1922,OK,maximus_microbench_clickbench_sf10_metrics_summary_20260316_084821.csv
maximus,microbench_clickbench,10,w3_011,gpu,1000,0.014,194.5,98.8,40770.0,320,2.7224,2.723,0.0,0.0,0.0,2.7224,OK,maximus_microbench_clickbench_sf10_metrics_summary_20260316_084821.csv
maximus,microbench_clickbench,10,w6_016,gpu,1000,0.014,201.4,98.8,40766.0,331,2.8201,2.8196,0.0,0.0,0.0,2.8201,OK,maximus_microbench_clickbench_sf10_metrics_summary_20260316_084821.csv
maximus,microbench_clickbench,20,w1_001,gpu,1000,0.001,202.8,98.0,56890.0,553,0.2028,0.2028,0.0,0.0,0.0,0.2028,OK,maximus_microbench_clickbench_sf20_metrics_summary_20260316_084944.csv
maximus,microbench_clickbench,20,w3_011,gpu,1000,0.022,190.6,93.7,56892.0,632,4.1928,4.1932,0.0,0.0,0.0,4.1928,OK,maximus_microbench_clickbench_sf20_metrics_summary_20260316_084944.csv
maximus,microbench_clickbench,20,w6_016,gpu,1000,0.013,199.0,94.9,56888.0,646,2.5876,2.587,0.0,0.0,0.0,2.5876,OK,maximus_microbench_clickbench_sf20_metrics_summary_20260316_084944.csv
maximus,microbench_clickbench,5,w1_001,gpu,1000,0.001,182.5,93.4,40766.0,180,0.1825,0.1825,0.0,0.0,0.0,0.1825,OK,maximus_microbench_clickbench_sf5_metrics_summary_20260316_084729.csv
maximus,microbench_clickbench,5,w3_011,gpu,1000,0.02,184.2,97.7,40770.0,181,3.6835,3.684,0.0,0.0,0.0,3.6835,OK,maximus_microbench_clickbench_sf5_metrics_summary_20260316_084729.csv
maximus,microbench_clickbench,5,w6_016,gpu,1000,0.015,193.2,98.7,40766.0,184,2.8985,2.898,0.0,0.0,0.0,2.8985,OK,maximus_microbench_clickbench_sf5_metrics_summary_20260316_084729.csv
maximus,microbench_h2o,1gb,w1_001,cpu,776,0.01246,61.7,1.5,40768.0,5304,0.0,0.7688,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,1gb,w3_016,cpu,179,0.055591,63.7,7.2,40770.0,1332,0.0,3.5411,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,1gb,w6_022,cpu,112,0.089228,75.2,11.6,40766.0,915,0.0,6.7099,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,2gb,w1_001,cpu,405,0.023999,61.1,1.4,40768.0,5527,0.0,1.4663,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,2gb,w3_016,cpu,87,0.110063,63.2,7.0,40770.0,1302,0.0,6.956,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,2gb,w6_022,cpu,54,0.180041,73.3,11.3,40766.0,900,0.0,13.197,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,3gb,w1_001,cpu,260,0.035847,61.0,1.4,40768.0,5427,0.0,2.1867,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,3gb,w3_016,cpu,61,0.165848,63.5,7.0,40770.0,1391,0.0,10.5313,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,3gb,w6_022,cpu,37,0.271214,74.4,11.3,40766.0,961,0.0,20.1783,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,4gb,w1_001,cpu,180,0.048189,61.9,1.4,40768.0,5009,0.0,2.9829,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,4gb,w3_016,cpu,41,0.219266,63.0,7.0,40770.0,1255,0.0,13.8138,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_h2o,4gb,w6_022,cpu,26,0.357557,71.8,10.4,40766.0,955,0.0,25.6726,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_tpch,1,w1_002,cpu,1000,0.000478,62.7,30.4,40768.0,53,0.0,0.03,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_tpch,1,w3_001,cpu,1000,0.000286,64.7,69.4,40772.0,14,0.0,0.0185,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
maximus,microbench_tpch,1,w5a_029,cpu,1000,0.000431,64.9,65.1,40770.0,16,0.0,0.028,0.0,0.0,0.0,0.0,OK,maximus_cpu_data_metrics_summary_20260316_115748.csv
