config,pl_w,sm_mhz,engine,benchmark,sf,query,storage,n_reps,min_ms,query_ms,elapsed_s,n_samples,n_steady,avg_power_w,max_power_w,avg_util,max_mem_mb,avg_sm_mhz,gpu_energy_j,cpu_energy_j,total_energy_j,status
pl250w_smauto,250,auto,maximus,h2o,4gb,q7,cpu,18,288.4420,288.4420,33.42,519,512,124.4,170.4,2.1,48701,1956,35.8843,0.0000,35.8843,OK
pl250w_smauto,250,auto,maximus,h2o,4gb,q9,cpu,76,61.8290,61.8290,107.98,1684,1678,128.7,135.7,4.8,48706,1941,7.9555,0.0000,7.9555,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q1,gpu,100,14.0000,14.0000,6.61,99,46,171.4,252.1,47.7,96609,1868,2.3994,0.0000,2.3994,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q3,gpu,48,94.0000,94.0000,11.45,171,117,172.2,224.5,26.1,96390,1677,16.1908,0.0000,16.1908,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q5,gpu,100,19.0000,19.0000,6.85,103,49,188.5,259.4,57.2,96617,1614,3.5806,0.0000,3.5806,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q6,gpu,100,28.0000,28.0000,7.69,116,46,228.8,249.0,91.0,96620,1427,6.4052,0.0000,6.4052,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q7,gpu,65,71.0000,71.0000,11.16,165,112,179.8,220.1,32.3,96461,1674,12.7684,0.0000,12.7684,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q9,gpu,80,61.0000,61.0000,10.38,156,103,207.4,247.4,71.5,96531,1531,12.6523,0.0000,12.6523,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q1,cpu,100,14.0000,14.0000,6.61,100,48,173.4,250.9,46.2,96614,1867,2.4277,0.0000,2.4277,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q3,cpu,48,93.0000,93.0000,11.46,172,117,170.0,218.8,26.6,96390,1613,15.8087,0.0000,15.8087,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q5,cpu,100,17.0000,17.0000,6.89,103,48,185.2,245.4,57.0,96609,1599,3.1483,0.0000,3.1483,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q6,cpu,100,28.0000,28.0000,7.66,115,62,201.8,249.7,67.5,96621,1560,5.6501,0.0000,5.6501,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q7,cpu,66,72.0000,72.0000,11.16,164,110,181.0,223.5,33.2,96465,1724,13.0302,0.0000,13.0302,OK
pl250w_smauto,250,auto,sirius,h2o,4gb,q9,cpu,81,61.0000,61.0000,10.41,157,105,207.4,244.9,70.9,96534,1530,12.6514,0.0000,12.6514,OK
pl300w_smauto,300,auto,maximus,tpch,10,q1,gpu,100,30.9120,30.9120,6.11,89,75,260.9,287.4,96.8,48711,1609,8.0646,0.0000,8.0646,OK
pl300w_smauto,300,auto,maximus,tpch,10,q3,gpu,100,12.1480,12.1480,4.29,62,48,256.1,301.6,94.4,48711,1540,3.1110,0.0000,3.1110,OK
pl300w_smauto,300,auto,maximus,tpch,10,q6,gpu,100,6.2850,6.2850,3.42,50,35,240.9,300.5,95.0,48711,1509,1.5139,0.0000,1.5139,OK
pl300w_smauto,300,auto,maximus,tpch,10,q9,gpu,100,30.1990,30.1990,6.38,92,78,262.8,288.5,95.9,48712,1566,7.9354,0.0000,7.9354,OK
pl300w_smauto,300,auto,maximus,tpch,10,q13,gpu,37,138.0550,138.0550,7.12,108,93,273.6,299.1,98.1,48713,1492,37.7678,0.0000,37.7678,OK
pl300w_smauto,300,auto,maximus,tpch,10,q16,gpu,100,27.5330,27.5330,4.84,73,59,259.7,297.8,92.7,48716,1846,7.1515,0.0000,7.1515,OK
pl300w_smauto,300,auto,maximus,tpch,10,q1,cpu,100,45.0630,45.0630,137.35,2145,2138,125.4,211.6,3.1,48707,1975,5.6512,0.0000,5.6512,OK
pl300w_smauto,300,auto,maximus,tpch,10,q3,cpu,100,19.6660,19.6660,163.34,2551,2545,120.9,131.0,1.1,48705,1980,2.3779,0.0000,2.3779,OK
pl300w_smauto,300,auto,maximus,tpch,10,q6,cpu,100,12.1630,12.1630,131.60,2056,2050,120.3,126.3,0.8,48703,1980,1.4635,0.0000,1.4635,OK
pl300w_smauto,300,auto,maximus,tpch,10,q9,cpu,20,257.3990,257.3990,47.48,741,733,121.8,126.3,1.6,48705,1980,31.3605,0.0000,31.3605,OK
pl300w_smauto,300,auto,maximus,tpch,10,q13,cpu,35,140.5530,140.5530,21.55,333,327,168.4,206.8,21.9,48705,1848,23.6643,0.0000,23.6643,OK
pl300w_smauto,300,auto,maximus,tpch,10,q16,cpu,42,123.7360,123.7360,20.91,324,319,131.6,153.3,5.8,48707,1979,16.2844,0.0000,16.2844,OK
pl300w_smauto,300,auto,sirius,tpch,10,q1,gpu,68,72.0000,72.0000,11.48,173,79,263.9,279.4,93.7,96480,1617,18.9988,0.0000,18.9988,OK
pl300w_smauto,300,auto,sirius,tpch,10,q3,gpu,100,22.0000,22.0000,5.69,84,15,224.8,296.3,75.9,96742,1896,4.9447,0.0000,4.9447,OK
pl300w_smauto,300,auto,sirius,tpch,10,q6,gpu,100,3.0000,3.0000,4.91,73,20,137.6,191.3,20.0,96570,1980,0.4129,0.0000,0.4129,OK
pl300w_smauto,300,auto,sirius,tpch,10,q9,gpu,8,678.0000,678.0000,12.15,162,99,148.2,172.0,8.5,96431,1941,100.5011,0.0000,100.5011,OK
pl300w_smauto,300,auto,sirius,tpch,10,q13,gpu,100,49.0000,49.0000,8.52,125,51,264.4,289.2,91.9,96759,1581,12.9573,0.0000,12.9573,OK
pl300w_smauto,300,auto,sirius,tpch,10,q16,gpu,87,58.0000,58.0000,28.14,175,48,231.0,284.6,73.6,96749,1619,13.3983,0.0000,13.3983,OK
pl300w_smauto,300,auto,sirius,tpch,10,q1,cpu,71,71.0000,71.0000,11.69,177,83,264.0,279.9,93.2,96491,1605,18.7448,0.0000,18.7448,OK
pl300w_smauto,300,auto,sirius,tpch,10,q3,cpu,100,22.0000,22.0000,7.54,94,32,173.8,295.4,40.2,96758,1943,3.8244,0.0000,3.8244,OK
pl300w_smauto,300,auto,sirius,tpch,10,q6,cpu,100,3.0000,3.0000,4.92,73,21,140.8,190.3,18.6,96589,1974,0.4225,0.0000,0.4225,OK
pl300w_smauto,300,auto,sirius,tpch,10,q9,cpu,8,679.0000,679.0000,12.04,158,96,148.2,171.4,8.3,96428,1959,100.6158,0.0000,100.6158,OK
pl300w_smauto,300,auto,sirius,tpch,10,q13,cpu,100,48.0000,48.0000,8.55,126,50,266.0,290.6,93.4,96756,1597,12.7694,0.0000,12.7694,OK
pl300w_smauto,300,auto,sirius,tpch,10,q16,cpu,85,58.0000,58.0000,27.84,188,48,232.1,287.4,74.0,96752,1612,13.4636,0.0000,13.4636,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q1,gpu,100,17.0160,17.0160,4.45,65,50,249.6,290.2,98.8,48708,1698,4.2477,0.0000,4.2477,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q3,gpu,85,58.2290,58.2290,7.48,109,95,274.5,300.6,86.9,48713,1460,15.9864,0.0000,15.9864,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q5,gpu,100,11.6280,11.6280,3.97,58,44,251.8,301.6,98.9,48712,1407,2.9276,0.0000,2.9276,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q6,gpu,13,408.1690,408.1690,7.13,104,90,272.8,298.6,99.2,48715,1165,111.3336,0.0000,111.3336,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q7,gpu,100,43.2150,43.2150,7.16,103,89,273.6,299.9,86.8,48716,1446,11.8250,0.0000,11.8250,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q9,gpu,93,53.3780,53.3780,8.05,118,103,271.3,294.3,98.6,48715,1428,14.4829,0.0000,14.4829,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q1,cpu,33,149.3370,149.3370,52.64,821,815,122.1,209.4,1.4,48707,1980,18.2266,0.0000,18.2266,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q3,cpu,15,348.2690,348.2690,30.13,468,461,125.0,131.8,3.2,48705,1964,43.5456,0.0000,43.5456,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q5,cpu,24,215.7080,215.7080,41.32,644,639,121.8,133.7,1.1,48703,1980,26.2725,0.0000,26.2725,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q6,cpu,9,557.0770,557.0770,22.28,343,336,149.1,197.2,15.7,48705,1835,83.0588,0.0000,83.0588,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q7,cpu,18,291.7770,291.7770,33.88,527,521,125.1,193.6,2.7,48703,1964,36.5089,0.0000,36.5089,OK
pl300w_smauto,300,auto,maximus,h2o,4gb,q9,cpu,80,61.4720,61.4720,113.77,1775,1767,130.2,137.0,4.4,48705,1952,8.0008,0.0000,8.0008,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q1,gpu,100,14.0000,14.0000,6.49,98,45,183.6,294.8,44.5,96613,1973,2.5699,0.0000,2.5699,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q3,gpu,50,93.0000,93.0000,11.99,180,125,178.5,227.6,25.3,96398,1779,16.6030,0.0000,16.6030,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q5,gpu,100,17.0000,17.0000,6.71,102,47,209.2,299.0,55.0,96617,1696,3.5568,0.0000,3.5568,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q6,gpu,100,25.0000,25.0000,7.41,111,42,268.6,300.7,89.4,96620,1628,6.7150,0.0000,6.7150,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q7,gpu,66,72.0000,72.0000,11.52,171,116,190.8,236.5,31.8,96464,1801,13.7343,0.0000,13.7343,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q9,gpu,88,56.0000,56.0000,10.47,159,78,282.9,297.7,92.6,96564,1613,15.8440,0.0000,15.8440,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q1,cpu,100,14.0000,14.0000,6.53,98,45,184.6,297.0,44.6,96609,1976,2.5843,0.0000,2.5843,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q3,cpu,48,93.0000,93.0000,11.58,174,120,179.9,234.2,25.5,96387,1814,16.7331,0.0000,16.7331,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q5,cpu,100,17.0000,17.0000,6.75,101,47,205.8,297.8,55.3,96611,1698,3.4986,0.0000,3.4986,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q6,cpu,100,25.0000,25.0000,7.38,111,41,272.8,299.9,92.0,96620,1625,6.8204,0.0000,6.8204,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q7,cpu,66,72.0000,72.0000,11.45,170,114,191.1,237.3,32.6,96466,1803,13.7613,0.0000,13.7613,OK
pl300w_smauto,300,auto,sirius,h2o,4gb,q9,cpu,90,56.0000,56.0000,10.50,159,80,283.2,297.3,92.4,96574,1634,15.8583,0.0000,15.8583,OK
pl400w_smauto,400,auto,maximus,tpch,10,q1,gpu,100,27.8530,27.8530,5.64,81,68,318.2,369.0,95.9,48710,1945,8.8622,0.0000,8.8622,OK
pl400w_smauto,400,auto,maximus,tpch,10,q3,gpu,100,10.2930,10.2930,4.01,59,46,307.9,396.2,94.0,48709,1945,3.1695,0.0000,3.1695,OK
pl400w_smauto,400,auto,maximus,tpch,10,q6,gpu,100,5.2490,5.2490,3.28,47,34,281.3,397.8,92.8,48711,1875,1.4766,0.0000,1.4766,OK
pl400w_smauto,400,auto,maximus,tpch,10,q9,gpu,100,25.8410,25.8410,5.76,84,71,328.8,385.1,95.4,48711,1937,8.4963,0.0000,8.4963,OK
pl400w_smauto,400,auto,maximus,tpch,10,q13,gpu,43,118.6880,118.6880,7.04,106,92,355.9,398.5,97.8,48710,1782,42.2382,0.0000,42.2382,OK
pl400w_smauto,400,auto,maximus,tpch,10,q16,gpu,100,27.0650,27.0650,4.70,71,58,283.5,335.4,92.3,48713,1975,7.6729,0.0000,7.6729,OK
pl400w_smauto,400,auto,maximus,tpch,10,q1,cpu,100,45.0410,45.0410,136.77,2136,2131,126.1,237.3,3.1,48707,1980,5.6782,0.0000,5.6782,OK
pl400w_smauto,400,auto,maximus,tpch,10,q3,cpu,100,19.7120,19.7120,162.49,2539,2532,120.7,131.0,1.1,48706,1980,2.3800,0.0000,2.3800,OK
pl400w_smauto,400,auto,maximus,tpch,10,q6,cpu,100,12.1790,12.1790,134.70,2105,2100,120.4,125.8,0.8,48703,1980,1.4666,0.0000,1.4666,OK
pl400w_smauto,400,auto,maximus,tpch,10,q9,cpu,20,259.2860,259.2860,48.40,754,747,121.6,125.7,1.7,48704,1980,31.5257,0.0000,31.5257,OK
pl400w_smauto,400,auto,maximus,tpch,10,q13,cpu,40,125.4860,125.4860,23.13,358,267,204.1,233.5,29.2,48705,1929,25.6123,0.0000,25.6123,OK
pl400w_smauto,400,auto,maximus,tpch,10,q16,cpu,42,120.9830,120.9830,20.52,318,313,132.5,161.7,5.9,48706,1980,16.0308,0.0000,16.0308,OK
pl400w_smauto,400,auto,sirius,tpch,10,q1,gpu,79,64.0000,64.0000,11.42,172,81,330.6,356.9,92.1,96528,1951,21.1580,0.0000,21.1580,OK
pl400w_smauto,400,auto,sirius,tpch,10,q3,gpu,100,21.0000,21.0000,5.82,85,31,173.3,311.8,39.9,96760,1980,3.6389,0.0000,3.6389,OK
pl400w_smauto,400,auto,sirius,tpch,10,q6,gpu,100,3.0000,3.0000,5.02,75,21,141.1,192.3,18.1,96586,1980,0.4233,0.0000,0.4233,OK
pl400w_smauto,400,auto,sirius,tpch,10,q9,gpu,8,672.0000,672.0000,11.97,158,97,153.9,181.5,7.4,96431,1974,103.4457,0.0000,103.4457,OK
pl400w_smauto,400,auto,sirius,tpch,10,q13,gpu,100,44.0000,44.0000,8.63,123,45,327.4,371.4,91.4,96756,1924,14.4050,0.0000,14.4050,OK
pl400w_smauto,400,auto,sirius,tpch,10,q16,gpu,97,52.0000,52.0000,32.70,185,43,277.3,364.0,72.1,96751,1913,14.4189,0.0000,14.4189,OK
pl400w_smauto,400,auto,sirius,tpch,10,q1,cpu,77,64.0000,64.0000,11.38,172,81,329.3,357.0,91.8,96519,1930,21.0727,0.0000,21.0727,OK
pl400w_smauto,400,auto,sirius,tpch,10,q3,cpu,100,21.0000,21.0000,6.91,90,31,171.4,312.7,37.6,96739,1980,3.5985,0.0000,3.5985,OK
pl400w_smauto,400,auto,sirius,tpch,10,q6,cpu,100,3.0000,3.0000,4.94,74,21,141.1,190.8,21.9,96592,1980,0.4233,0.0000,0.4233,OK
pl400w_smauto,400,auto,sirius,tpch,10,q9,cpu,8,671.0000,671.0000,12.13,160,97,153.7,181.1,7.1,96431,1973,103.1628,0.0000,103.1628,OK
pl400w_smauto,400,auto,sirius,tpch,10,q13,cpu,100,44.0000,44.0000,8.16,121,65,262.4,369.2,63.5,96750,1942,11.5475,0.0000,11.5475,OK
pl400w_smauto,400,auto,sirius,tpch,10,q16,cpu,97,51.0000,51.0000,32.74,190,136,174.5,366.1,24.0,96760,1960,8.8974,0.0000,8.8974,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q1,gpu,100,15.5880,15.5880,4.19,61,47,288.2,353.2,98.7,48706,1967,4.4927,0.0000,4.4927,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q3,gpu,87,56.7340,56.7340,7.46,111,96,334.7,370.6,87.1,48708,1962,18.9917,0.0000,18.9917,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q5,gpu,100,10.1800,10.1800,3.74,54,41,305.4,401.6,97.9,48708,1650,3.1091,0.0000,3.1091,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q6,gpu,15,337.6560,337.6560,6.95,101,86,349.5,398.9,99.5,48711,1578,118.0158,0.0000,118.0158,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q7,gpu,100,41.7180,41.7180,6.98,100,86,340.3,384.2,86.7,48713,1943,14.1986,0.0000,14.1986,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q9,gpu,100,46.4330,46.4330,7.62,114,99,355.1,396.4,98.6,48710,1674,16.4889,0.0000,16.4889,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q1,cpu,34,151.3280,151.3280,54.90,857,851,122.7,258.3,1.3,48706,1980,18.5687,0.0000,18.5687,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q3,cpu,15,344.8990,344.8990,29.72,461,454,126.1,133.4,3.2,48703,1980,43.5002,0.0000,43.5002,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q5,cpu,24,215.1220,215.1220,41.63,648,642,121.7,136.6,1.2,48701,1980,26.1717,0.0000,26.1717,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q6,cpu,11,497.4460,497.4460,24.61,379,373,161.4,219.9,14.7,48705,1912,80.3077,0.0000,80.3077,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q7,cpu,18,286.5930,286.5930,33.74,524,518,126.1,218.6,2.6,48703,1980,36.1501,0.0000,36.1501,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q9,cpu,83,59.9060,59.9060,116.38,1817,1809,132.3,139.3,4.2,48705,1970,7.9245,0.0000,7.9245,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q1,gpu,100,14.0000,14.0000,6.59,100,46,186.0,297.1,44.7,96609,1980,2.6041,0.0000,2.6041,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q3,gpu,49,91.0000,91.0000,11.43,171,117,192.2,251.9,25.9,96394,1958,17.4916,0.0000,17.4916,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q5,gpu,100,16.0000,16.0000,6.58,98,45,243.3,384.8,51.2,96616,1969,3.8924,0.0000,3.8924,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q6,gpu,100,25.0000,25.0000,7.38,112,57,262.3,363.8,65.5,96621,1980,6.5571,0.0000,6.5571,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q7,gpu,65,71.0000,71.0000,11.17,165,108,206.3,269.2,32.0,96462,1969,14.6448,0.0000,14.6448,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q9,gpu,91,55.0000,55.0000,10.38,157,80,333.0,356.3,91.0,96578,1963,18.3150,0.0000,18.3150,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q1,cpu,100,14.0000,14.0000,6.50,98,45,185.1,297.2,45.0,96609,1980,2.5914,0.0000,2.5914,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q3,cpu,55,100.0000,100.0000,12.50,189,134,192.7,242.0,25.4,96418,1958,19.2692,0.0000,19.2692,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q5,cpu,100,16.0000,16.0000,6.66,100,45,236.6,382.8,51.8,96616,1971,3.7858,0.0000,3.7858,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q6,cpu,100,25.0000,25.0000,7.32,110,58,263.2,364.1,63.4,96619,1980,6.5811,0.0000,6.5811,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q7,cpu,65,71.0000,71.0000,11.06,162,71,250.2,268.5,48.0,96461,1964,17.7619,0.0000,17.7619,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q9,cpu,91,55.0000,55.0000,10.33,157,81,332.1,355.8,91.0,96579,1963,18.2643,0.0000,18.2643,OK
pl900w_smauto,900,auto,maximus,tpch,10,q1,gpu,100,27.7290,27.7290,5.62,81,66,323.6,380.6,96.2,48709,1980,8.9744,0.0000,8.9744,OK
pl900w_smauto,900,auto,maximus,tpch,10,q3,gpu,100,10.2210,10.2210,4.01,59,44,316.1,405.4,94.2,48712,1980,3.2310,0.0000,3.2310,OK
pl900w_smauto,900,auto,maximus,tpch,10,q6,gpu,100,5.0870,5.0870,3.24,46,33,295.5,436.3,94.0,48711,1980,1.5033,0.0000,1.5033,OK
pl900w_smauto,900,auto,maximus,tpch,10,q9,gpu,100,25.5720,25.5720,5.73,84,69,342.8,400.0,95.6,48710,1980,8.7655,0.0000,8.7655,OK
pl900w_smauto,900,auto,maximus,tpch,10,q13,gpu,46,110.3280,110.3280,6.94,105,90,434.3,499.1,97.9,48710,1980,47.9136,0.0000,47.9136,OK
pl900w_smauto,900,auto,maximus,tpch,10,q16,gpu,100,27.0380,27.0380,4.70,71,58,285.1,336.5,92.4,48715,1980,7.7083,0.0000,7.7083,OK
pl900w_smauto,900,auto,maximus,tpch,10,q1,cpu,100,45.0960,45.0960,138.04,2157,2151,126.0,237.5,3.1,48708,1980,5.6835,0.0000,5.6835,OK
pl900w_smauto,900,auto,maximus,tpch,10,q3,cpu,100,19.5950,19.5950,164.15,2566,2560,120.7,131.9,1.0,48704,1980,2.3661,0.0000,2.3661,OK
pl900w_smauto,900,auto,maximus,tpch,10,q6,cpu,100,12.2500,12.2500,136.61,2134,2128,120.2,126.0,0.8,48705,1980,1.4729,0.0000,1.4729,OK
pl900w_smauto,900,auto,maximus,tpch,10,q9,cpu,20,262.4950,262.4950,48.73,761,754,121.8,126.4,1.5,48705,1980,31.9723,0.0000,31.9723,OK
pl900w_smauto,900,auto,maximus,tpch,10,q13,cpu,41,123.3960,123.3960,23.21,359,354,193.6,246.3,22.7,48705,1980,23.8921,0.0000,23.8921,OK
pl900w_smauto,900,auto,maximus,tpch,10,q16,cpu,41,123.6630,123.6630,20.45,317,311,132.1,172.9,6.3,48711,1980,16.3389,0.0000,16.3389,OK
pl900w_smauto,900,auto,sirius,tpch,10,q1,gpu,79,63.0000,63.0000,11.40,175,81,348.5,371.8,93.0,96527,1980,21.9559,0.0000,21.9559,OK
pl900w_smauto,900,auto,sirius,tpch,10,q3,gpu,100,21.0000,21.0000,7.12,90,31,171.7,310.5,38.7,96751,1980,3.6049,0.0000,3.6049,OK
pl900w_smauto,900,auto,sirius,tpch,10,q6,gpu,100,3.0000,3.0000,5.05,75,21,140.4,190.3,17.7,96592,1980,0.4212,0.0000,0.4212,OK
pl900w_smauto,900,auto,sirius,tpch,10,q9,gpu,8,671.0000,671.0000,12.08,160,96,155.2,184.0,6.8,96430,1980,104.1152,0.0000,104.1152,OK
pl900w_smauto,900,auto,sirius,tpch,10,q13,gpu,100,43.0000,43.0000,9.48,128,66,273.6,387.5,63.4,96763,1980,11.7653,0.0000,11.7653,OK
pl900w_smauto,900,auto,sirius,tpch,10,q16,gpu,99,50.0000,50.0000,33.76,190,43,286.0,381.6,71.4,96751,1980,14.2984,0.0000,14.2984,OK
pl900w_smauto,900,auto,sirius,tpch,10,q1,cpu,80,63.0000,63.0000,11.52,175,121,273.7,371.0,63.3,96532,1980,17.2451,0.0000,17.2451,OK
pl900w_smauto,900,auto,sirius,tpch,10,q3,cpu,100,21.0000,21.0000,5.93,87,31,175.3,307.1,39.2,96759,1980,3.6812,0.0000,3.6812,OK
pl900w_smauto,900,auto,sirius,tpch,10,q6,cpu,100,3.0000,3.0000,5.01,75,21,140.9,192.0,21.4,96586,1980,0.4228,0.0000,0.4228,OK
