engine,benchmark,sf,query,storage,n_reps,min_ms,query_ms,elapsed_s,n_samples,n_steady,avg_power_w,max_power_w,avg_util,max_mem_mb,avg_cpu_w,gpu_energy_j,cpu_energy_j,total_energy_j,status
maximus,tpch,1,q1,gpu,100,9.3330,9.3330,2.27,33,22,251.5,347.2,89.5,48711,0.0,2.3472,0.0000,2.3472,OK
maximus,tpch,1,q2,gpu,100,7.6320,7.6320,1.90,28,18,165.1,176.8,74.0,48712,0.0,1.2602,0.0000,1.2602,OK
maximus,tpch,1,q3,gpu,100,5.2370,5.2370,1.97,28,17,231.7,329.1,89.1,48714,0.0,1.2133,0.0000,1.2133,OK
maximus,tpch,1,q4,gpu,100,4.1230,4.1230,1.84,26,16,231.9,319.1,85.6,48715,0.0,0.9563,0.0000,0.9563,OK
maximus,tpch,1,q5,gpu,99,50.4630,50.4630,6.49,97,85,309.6,329.9,96.5,48719,0.0,15.6230,0.0000,15.6230,OK
maximus,tpch,1,q6,gpu,100,1.9010,1.9010,1.53,22,11,212.2,286.2,86.8,48720,0.0,0.4034,0.0000,0.4034,OK
maximus,tpch,1,q7,gpu,100,16.9850,16.9850,3.17,47,36,282.5,324.7,89.3,48719,0.0,4.7981,0.0000,4.7981,OK
maximus,tpch,1,q8,gpu,100,48.7570,48.7570,6.38,96,86,287.7,305.4,95.5,48717,0.0,14.0250,0.0000,14.0250,OK
maximus,tpch,1,q9,gpu,40,126.5570,126.5570,6.30,94,83,339.1,367.1,98.4,48716,0.0,42.9178,0.0000,42.9178,OK
maximus,tpch,1,q10,gpu,100,4.8180,4.8180,1.94,28,18,239.2,321.9,82.1,48716,0.0,1.1527,0.0000,1.1527,OK
maximus,tpch,1,q11,gpu,100,11.0540,11.0540,2.25,33,23,270.5,380.0,83.9,48717,0.0,2.9905,0.0000,2.9905,OK
maximus,tpch,1,q12,gpu,100,5.6990,5.6990,2.03,29,17,231.2,316.3,83.1,48718,0.0,1.3177,0.0000,1.3177,OK
maximus,tpch,1,q13,gpu,100,46.7700,46.7700,5.80,88,76,432.4,477.8,97.0,48719,0.0,20.2241,0.0000,20.2241,OK
maximus,tpch,1,q14,gpu,100,4.6680,4.6680,1.84,26,17,222.0,304.0,79.9,48716,0.0,1.0362,0.0000,1.0362,OK
maximus,tpch,1,q15,gpu,100,3.6840,3.6840,1.69,24,15,211.0,283.9,77.0,48719,0.0,0.7773,0.0000,0.7773,OK
maximus,tpch,1,q16,gpu,100,37.0460,37.0460,4.82,73,61,328.4,361.6,93.8,48720,0.0,12.1668,0.0000,12.1668,OK
maximus,tpch,1,q17,gpu,100,6.7310,6.7310,2.11,31,21,217.9,272.8,73.6,48719,0.0,1.4668,0.0000,1.4668,OK
maximus,tpch,1,q18,gpu,100,17.9870,17.9870,3.23,48,36,356.9,437.6,94.0,48717,0.0,6.4202,0.0000,6.4202,OK
maximus,tpch,1,q19,gpu,48,103.9340,103.9340,6.23,94,82,388.9,424.6,96.7,48714,0.0,40.4214,0.0000,40.4214,OK
maximus,tpch,1,q20,gpu,100,7.2240,7.2240,2.19,32,23,235.1,301.6,76.0,48715,0.0,1.6985,0.0000,1.6985,OK
maximus,tpch,1,q21,gpu,3,,491.0402,1.47,20,11,198.1,268.5,83.8,87056,0.0,97.2617,0.0000,97.2617,OOM
maximus,tpch,1,q22,gpu,100,3.8790,3.8790,1.69,25,14,167.6,183.3,53.6,48720,0.0,0.6503,0.0000,0.6503,OK
maximus,tpch,1,q1,cpu,100,14.5440,14.5440,42.44,660,655,125.8,158.3,3.0,48714,0.0,1.8290,0.0000,1.8290,OK
maximus,tpch,1,q2,cpu,100,8.4190,8.4190,10.96,168,163,122.2,126.3,6.0,48709,0.0,1.0290,0.0000,1.0290,OK
maximus,tpch,1,q3,cpu,100,8.0350,8.0350,50.11,780,775,121.0,125.0,1.5,48709,0.0,0.9726,0.0000,0.9726,OK
maximus,tpch,1,q4,cpu,100,6.0200,6.0200,49.53,771,767,120.4,123.8,1.1,48706,0.0,0.7250,0.0000,0.7250,OK
maximus,tpch,1,q5,cpu,54,94.6220,94.6220,34.32,534,528,135.2,140.7,8.3,48706,0.0,12.7953,0.0000,12.7953,OK
maximus,tpch,1,q6,cpu,100,4.2190,4.2190,41.29,643,638,120.6,133.2,0.8,48704,0.0,0.5087,0.0000,0.5087,OK
maximus,tpch,1,q7,cpu,100,20.3090,20.3090,51.68,805,800,125.6,129.5,3.7,48705,0.0,2.5502,0.0000,2.5502,OK
maximus,tpch,1,q8,cpu,49,103.1070,103.1070,32.29,502,495,132.1,137.6,7.6,48705,0.0,13.6209,0.0000,13.6209,OK
maximus,tpch,1,q9,cpu,26,192.6370,192.6370,22.56,350,344,153.7,179.4,14.7,48705,0.0,29.6121,0.0000,29.6121,OK
maximus,tpch,1,q10,cpu,100,8.0670,8.0670,50.83,792,786,120.8,153.2,1.3,48706,0.0,0.9746,0.0000,0.9746,OK
maximus,tpch,1,q11,cpu,100,12.5370,12.5370,9.67,148,142,149.0,167.1,12.5,48707,0.0,1.8681,0.0000,1.8681,OK
maximus,tpch,1,q12,cpu,100,17.9790,17.9790,50.14,781,776,121.7,146.2,3.1,48703,0.0,2.1874,0.0000,2.1874,OK
maximus,tpch,1,q13,cpu,100,49.0510,49.0510,16.97,261,212,233.9,248.9,34.7,48705,0.0,11.4737,0.0000,11.4737,OK
maximus,tpch,1,q14,cpu,100,15.7020,15.7020,43.21,674,668,122.4,190.3,3.0,48704,0.0,1.9219,0.0000,1.9219,OK
maximus,tpch,1,q15,cpu,100,13.7710,13.7710,42.48,662,657,121.3,125.2,2.8,48705,0.0,1.6706,0.0000,1.6706,OK
maximus,tpch,1,q16,cpu,100,38.8990,38.8990,13.77,212,208,182.4,206.6,27.6,48707,0.0,7.0959,0.0000,7.0959,OK
maximus,tpch,1,q17,cpu,26,193.6980,193.6980,18.63,290,285,121.8,168.1,1.9,48706,0.0,23.5889,0.0000,23.5889,OK
maximus,tpch,1,q18,cpu,24,207.3680,207.3680,19.85,309,305,126.6,132.4,3.9,48706,0.0,26.2472,0.0000,26.2472,OK
maximus,tpch,1,q19,cpu,18,289.1540,289.1540,15.79,245,238,154.3,182.4,11.9,48705,0.0,44.6247,0.0000,44.6247,OK
maximus,tpch,1,q20,cpu,100,20.1700,20.1700,49.63,774,769,122.1,154.8,2.9,48707,0.0,2.4621,0.0000,2.4621,OK
maximus,tpch,1,q21,cpu,3,,1529.8467,4.59,69,65,129.0,237.3,9.5,82383,0.0,197.4001,0.0000,197.4001,OOM
maximus,tpch,1,q22,cpu,100,6.1960,6.1960,12.69,196,190,123.2,231.9,3.4,48711,0.0,0.7633,0.0000,0.7633,OK
sirius,tpch,1,q1,gpu,100,13.0000,13.0000,5.84,87,33,196.7,284.2,47.3,96611,0.0,2.5576,0.0000,2.5576,OK
sirius,tpch,1,q2,gpu,100,22.0000,22.0000,7.42,74,11,128.6,140.5,22.1,96729,0.0,2.8282,0.0000,2.8282,OK
sirius,tpch,1,q3,gpu,100,7.0000,7.0000,4.56,67,13,132.2,152.6,20.8,96698,0.0,0.9253,0.0000,0.9253,OK
sirius,tpch,1,q4,gpu,100,6.0000,6.0000,5.00,71,14,133.3,159.0,24.8,96750,0.0,0.7997,0.0000,0.7997,OK
sirius,tpch,1,q5,gpu,100,29.0000,29.0000,4.88,71,17,161.7,240.9,45.5,96730,0.0,4.6895,0.0000,4.6895,OK
sirius,tpch,1,q6,gpu,100,1.0000,1.0000,4.28,63,11,127.7,134.9,11.3,96514,0.0,0.1277,0.0000,0.1277,OK
sirius,tpch,1,q7,gpu,100,18.0000,18.0000,81.39,334,322,119.9,166.4,1.2,96766,0.0,2.1583,0.0000,2.1583,OK
sirius,tpch,1,q8,gpu,100,16.0000,16.0000,8.68,80,12,130.3,153.1,17.1,96732,0.0,2.0847,0.0000,2.0847,OK
sirius,tpch,1,q9,gpu,12,421.0000,421.0000,10.19,131,74,161.3,181.3,9.9,96535,0.0,67.9024,0.0000,67.9024,OK
sirius,tpch,1,q10,gpu,100,20.0000,20.0000,5.23,75,20,156.3,235.3,36.6,96730,0.0,3.1255,0.0000,3.1255,OK
sirius,tpch,1,q11,gpu,100,3.0000,3.0000,4.99,65,49,121.4,130.2,2.5,96735,0.0,0.3643,0.0000,0.3643,OK
sirius,tpch,1,q12,gpu,100,6.0000,6.0000,5.12,73,16,130.3,144.4,17.8,96708,0.0,0.7815,0.0000,0.7815,OK
sirius,tpch,1,q13,gpu,100,9.0000,9.0000,5.32,73,18,157.5,228.2,40.4,96759,0.0,1.4172,0.0000,1.4172,OK
sirius,tpch,1,q14,gpu,100,3.0000,3.0000,4.94,68,11,126.8,133.8,14.4,96720,0.0,0.3803,0.0000,0.3803,OK
sirius,tpch,1,q15,gpu,100,4.0000,4.0000,4.75,67,12,125.8,129.4,13.2,96741,0.0,0.5033,0.0000,0.5033,OK
sirius,tpch,1,q16,gpu,100,16.0000,16.0000,32.46,161,18,145.4,181.5,45.3,96754,0.0,2.3270,0.0000,2.3270,OK
sirius,tpch,1,q17,gpu,100,26.0000,26.0000,6.19,84,25,153.5,189.5,62.3,96762,0.0,3.9898,0.0000,3.9898,OK
sirius,tpch,1,q18,gpu,95,53.0000,53.0000,46.68,221,34,276.0,385.5,70.0,96760,0.0,14.6306,0.0000,14.6306,OK
sirius,tpch,1,q19,gpu,100,9.0000,9.0000,5.51,79,10,149.6,173.5,39.0,96759,0.0,1.3466,0.0000,1.3466,OK
sirius,tpch,1,q20,gpu,100,9.0000,9.0000,4.51,66,11,125.2,129.3,15.4,96668,0.0,1.1264,0.0000,1.1264,OK
sirius,tpch,1,q21,gpu,3,3583.0000,3583.0000,22.00,327,266,309.4,329.3,99.7,96310,0.0,1108.6203,0.0000,1108.6203,OK
sirius,tpch,1,q22,gpu,100,7.0000,7.0000,32.25,162,51,123.7,137.1,3.8,96680,0.0,0.8661,0.0000,0.8661,OK
sirius,tpch,1,q1,cpu,100,13.0000,13.0000,5.79,87,33,196.1,283.2,47.5,96608,0.0,2.5487,0.0000,2.5487,OK
sirius,tpch,1,q2,cpu,100,21.0000,21.0000,9.10,81,11,128.3,140.0,24.1,96729,0.0,2.6950,0.0000,2.6950,OK
sirius,tpch,1,q3,cpu,100,7.0000,7.0000,4.50,66,13,132.0,152.4,21.4,96701,0.0,0.9240,0.0000,0.9240,OK
sirius,tpch,1,q4,cpu,100,6.0000,6.0000,5.26,72,14,133.6,159.2,24.4,96751,0.0,0.8018,0.0000,0.8018,OK
sirius,tpch,1,q5,cpu,100,29.0000,29.0000,6.21,77,17,161.3,241.6,45.4,96727,0.0,4.6775,0.0000,4.6775,OK
sirius,tpch,1,q6,cpu,100,1.0000,1.0000,4.38,65,52,121.4,134.9,2.2,96506,0.0,0.1214,0.0000,0.1214,OK
sirius,tpch,1,q7,cpu,100,18.0000,18.0000,81.51,339,326,119.7,168.4,1.2,96765,0.0,2.1552,0.0000,2.1552,OK
sirius,tpch,1,q8,cpu,100,15.0000,15.0000,5.77,71,11,129.5,150.2,18.7,96661,0.0,1.9420,0.0000,1.9420,OK
sirius,tpch,1,q9,cpu,12,420.0000,420.0000,10.27,133,74,161.4,181.4,9.5,96535,0.0,67.7738,0.0000,67.7738,OK
sirius,tpch,1,q10,cpu,100,20.0000,20.0000,6.53,81,24,164.3,241.5,31.7,96764,0.0,3.2853,0.0000,3.2853,OK
sirius,tpch,1,q11,cpu,100,3.0000,3.0000,5.91,68,48,121.2,129.9,2.5,96703,0.0,0.3635,0.0000,0.3635,OK
sirius,tpch,1,q12,cpu,100,6.0000,6.0000,4.87,71,16,130.3,144.7,16.8,96707,0.0,0.7820,0.0000,0.7820,OK
sirius,tpch,1,q13,cpu,100,9.0000,9.0000,5.05,73,19,156.5,226.8,36.5,96706,0.0,1.4088,0.0000,1.4088,OK
sirius,tpch,1,q14,cpu,100,3.0000,3.0000,4.72,66,11,126.7,133.3,13.7,96724,0.0,0.3801,0.0000,0.3801,OK
sirius,tpch,1,q15,cpu,100,5.0000,5.0000,5.99,72,13,126.1,129.2,12.7,96757,0.0,0.6307,0.0000,0.6307,OK
sirius,tpch,1,q16,cpu,100,17.0000,17.0000,32.64,175,28,141.6,180.8,29.7,96760,0.0,2.4078,0.0000,2.4078,OK
sirius,tpch,1,q17,cpu,100,26.0000,26.0000,6.07,82,25,153.6,190.7,62.3,96761,0.0,3.9947,0.0000,3.9947,OK
sirius,tpch,1,q18,cpu,95,53.0000,53.0000,46.99,233,35,276.0,382.6,70.3,96762,0.0,14.6275,0.0000,14.6275,OK
sirius,tpch,1,q19,cpu,100,9.0000,9.0000,5.63,80,24,134.7,172.6,18.0,96764,0.0,1.2122,0.0000,1.2122,OK
sirius,tpch,1,q20,cpu,100,9.0000,9.0000,5.31,67,11,125.5,130.2,13.4,96707,0.0,1.1294,0.0000,1.1294,OK
sirius,tpch,1,q21,cpu,3,3580.0000,3580.0000,22.07,328,266,309.8,330.9,99.6,96303,0.0,1109.1462,0.0000,1109.1462,OK
sirius,tpch,1,q22,cpu,100,7.0000,7.0000,32.15,158,50,124.0,138.4,4.0,96692,0.0,0.8677,0.0000,0.8677,OK
maximus,tpch,10,q1,gpu,100,27.7270,27.7270,5.50,81,67,324.2,378.2,96.0,48713,0.0,8.9885,0.0000,8.9885,OK
maximus,tpch,10,q2,gpu,100,5.1150,5.1150,2.48,37,24,194.3,236.0,78.1,48716,0.0,0.9940,0.0000,0.9940,OK
maximus,tpch,10,q3,gpu,100,10.2410,10.2410,3.95,58,46,313.2,404.4,94.1,48717,0.0,3.2072,0.0000,3.2072,OK
maximus,tpch,10,q4,gpu,100,8.8120,8.8120,3.80,55,40,311.7,413.4,94.0,48719,0.0,2.7463,0.0000,2.7463,OK
maximus,tpch,10,q5,gpu,100,18.7090,18.7090,4.88,72,58,317.0,382.1,94.7,48718,0.0,5.9312,0.0000,5.9312,OK
maximus,tpch,10,q6,gpu,100,5.0740,5.0740,3.22,46,33,303.7,434.7,92.0,48717,0.0,1.5408,0.0000,1.5408,OK
maximus,tpch,10,q7,gpu,100,11.5510,11.5510,4.20,60,46,303.4,385.6,90.8,48718,0.0,3.5044,0.0000,3.5044,OK
maximus,tpch,10,q8,gpu,100,13.3460,13.3460,4.43,65,52,304.0,375.8,92.1,48717,0.0,4.0566,0.0000,4.0566,OK
maximus,tpch,10,q9,gpu,100,25.5960,25.5960,5.71,84,70,345.2,402.2,95.8,48716,0.0,8.8363,0.0000,8.8363,OK
maximus,tpch,10,q10,gpu,100,8.7450,8.7450,3.90,56,42,315.9,412.6,91.7,48719,0.0,2.7626,0.0000,2.7626,OK
maximus,tpch,10,q11,gpu,100,12.0140,12.0140,3.14,47,33,275.8,399.9,88.8,48720,0.0,3.3136,0.0000,3.3136,OK
maximus,tpch,10,q12,gpu,100,12.6580,12.6580,4.25,61,48,311.2,393.0,92.2,48717,0.0,3.9388,0.0000,3.9388,OK
maximus,tpch,10,q13,gpu,46,110.1880,110.1880,6.93,105,91,437.8,502.7,97.8,48719,0.0,48.2416,0.0000,48.2416,OK
maximus,tpch,10,q14,gpu,100,8.2930,8.2930,3.63,53,38,299.9,399.6,90.7,48718,0.0,2.4872,0.0000,2.4872,OK
maximus,tpch,10,q15,gpu,100,7.5130,7.5130,3.51,50,37,295.3,408.4,90.7,48721,0.0,2.2185,0.0000,2.2185,OK
maximus,tpch,10,q16,gpu,100,27.0680,27.0680,4.70,71,58,286.5,339.1,92.4,48720,0.0,7.7554,0.0000,7.7554,OK
maximus,tpch,10,q17,gpu,100,12.6370,12.6370,4.06,59,46,282.7,351.2,88.4,48717,0.0,3.5724,0.0000,3.5724,OK
maximus,tpch,10,q18,gpu,100,9.1340,9.1340,3.88,56,42,323.4,422.6,93.9,48718,0.0,2.9541,0.0000,2.9541,OK
maximus,tpch,10,q19,gpu,40,127.8920,127.8920,7.32,110,95,388.6,438.7,96.6,48717,0.0,49.7028,0.0000,49.7028,OK
maximus,tpch,10,q20,gpu,100,14.5850,14.5850,4.43,65,52,324.4,398.1,89.2,48715,0.0,4.7315,0.0000,4.7315,OK
maximus,tpch,10,q21,gpu,19,266.1940,266.1940,7.08,106,92,392.4,451.0,96.8,67958,0.0,104.4466,0.0000,104.4466,OK
maximus,tpch,10,q22,gpu,100,5.2000,5.2000,2.69,40,25,218.2,280.6,75.2,48713,0.0,1.1348,0.0000,1.1348,OK
maximus,tpch,10,q1,cpu,100,45.1040,45.1040,136.57,2133,2127,126.3,213.2,3.1,48708,0.0,5.6961,0.0000,5.6961,OK
maximus,tpch,10,q2,cpu,100,20.4160,20.4160,31.20,484,479,120.3,131.7,1.7,48706,0.0,2.4557,0.0000,2.4557,OK
maximus,tpch,10,q3,cpu,100,19.6780,19.6780,164.66,2572,2564,120.6,123.5,1.1,48704,0.0,2.3730,0.0000,2.3730,OK
maximus,tpch,10,q4,cpu,100,14.9990,14.9990,160.55,2510,2503,120.3,126.2,0.9,48703,0.0,1.8049,0.0000,1.8049,OK
maximus,tpch,10,q5,cpu,32,162.9020,162.9020,62.65,977,972,121.0,124.6,1.3,48703,0.0,19.7073,0.0000,19.7073,OK
maximus,tpch,10,q6,cpu,100,12.2300,12.2300,134.94,2108,2102,120.2,127.6,0.8,48703,0.0,1.4703,0.0000,1.4703,OK
maximus,tpch,10,q7,cpu,100,39.1610,39.1610,167.86,2622,2615,120.6,125.3,1.3,48705,0.0,4.7237,0.0000,4.7237,OK
maximus,tpch,10,q8,cpu,26,192.9230,192.9230,54.46,849,843,120.5,126.2,1.1,48701,0.0,23.2404,0.0000,23.2404,OK
maximus,tpch,10,q9,cpu,20,259.4400,259.4400,48.05,749,741,121.9,126.2,1.4,48704,0.0,31.6385,0.0000,31.6385,OK
maximus,tpch,10,q10,cpu,100,18.7120,18.7120,164.31,2568,2562,120.4,129.9,1.0,48705,0.0,2.2521,0.0000,2.2521,OK
maximus,tpch,10,q11,cpu,47,106.4890,106.4890,19.63,304,299,127.6,134.0,3.8,48707,0.0,13.5922,0.0000,13.5922,OK
maximus,tpch,10,q12,cpu,28,178.0270,178.0270,54.81,855,848,121.2,130.4,2.3,48704,0.0,21.5754,0.0000,21.5754,OK
maximus,tpch,10,q13,cpu,41,123.4590,123.4590,23.28,360,354,194.8,248.8,22.0,48705,0.0,24.0506,0.0000,24.0506,OK
maximus,tpch,10,q14,cpu,100,42.5500,42.5500,141.84,2217,2211,121.4,169.2,2.6,48703,0.0,5.1660,0.0000,5.1660,OK
maximus,tpch,10,q15,cpu,100,40.2060,40.2060,138.43,2163,2157,120.8,126.1,2.6,48705,0.0,4.8586,0.0000,4.8586,OK
maximus,tpch,10,q16,cpu,42,123.2010,123.2010,20.55,318,312,131.1,137.3,7.1,48708,0.0,16.1531,0.0000,16.1531,OK
maximus,tpch,10,q17,cpu,7,810.0760,810.0760,22.16,344,338,120.8,134.3,1.1,48707,0.0,97.8448,0.0000,97.8448,OK
maximus,tpch,10,q18,cpu,5,1059.1690,1059.1690,21.12,328,322,120.5,125.9,1.2,48705,0.0,127.6743,0.0000,127.6743,OK
maximus,tpch,10,q19,cpu,6,936.8950,936.8950,20.92,325,318,129.9,160.2,4.7,48703,0.0,121.7148,0.0000,121.7148,OK
maximus,tpch,10,q20,cpu,35,147.1120,147.1120,65.35,1021,1013,122.1,161.5,2.5,48703,0.0,17.9616,0.0000,17.9616,OK
maximus,tpch,10,q21,cpu,12,449.0860,449.0860,31.35,486,479,152.8,210.6,12.4,48709,0.0,68.6300,0.0000,68.6300,OK
maximus,tpch,10,q22,cpu,36,140.6030,140.6030,22.08,342,338,122.1,211.7,1.8,48707,0.0,17.1641,0.0000,17.1641,OK
sirius,tpch,10,q1,gpu,77,63.0000,63.0000,11.31,172,79,341.7,369.4,92.0,96519,0.0,21.5240,0.0000,21.5240,OK
sirius,tpch,10,q2,gpu,100,21.0000,21.0000,6.18,74,16,130.2,143.9,17.6,96763,0.0,2.7344,0.0000,2.7344,OK
sirius,tpch,10,q3,gpu,100,21.0000,21.0000,6.28,86,31,173.7,304.0,39.5,96760,0.0,3.6471,0.0000,3.6471,OK
sirius,tpch,10,q4,gpu,100,18.0000,18.0000,6.79,95,37,185.9,314.8,43.2,96754,0.0,3.3458,0.0000,3.3458,OK
sirius,tpch,10,q5,gpu,54,94.0000,94.0000,10.34,116,51,242.7,359.1,60.3,96762,0.0,22.8181,0.0000,22.8181,OK
sirius,tpch,10,q6,gpu,100,3.0000,3.0000,4.89,72,21,140.0,191.8,19.9,96613,0.0,0.4201,0.0000,0.4201,OK
sirius,tpch,10,q7,gpu,100,33.0000,33.0000,83.53,389,336,124.4,255.1,3.2,96762,0.0,4.1058,0.0000,4.1058,OK
sirius,tpch,10,q8,gpu,100,32.0000,32.0000,5.85,84,28,135.8,204.9,22.0,96697,0.0,4.3469,0.0000,4.3469,OK
sirius,tpch,10,q9,gpu,8,668.0000,668.0000,11.91,157,97,154.8,182.8,7.6,96433,0.0,103.4302,0.0000,103.4302,OK
sirius,tpch,10,q10,gpu,100,41.0000,41.0000,7.07,106,52,180.2,346.7,34.3,96736,0.0,7.3874,0.0000,7.3874,OK
sirius,tpch,10,q11,gpu,100,6.0000,6.0000,4.63,65,10,132.6,156.6,24.5,96677,0.0,0.7957,0.0000,0.7957,OK
sirius,tpch,10,q12,gpu,100,14.0000,14.0000,6.94,103,46,153.8,299.0,23.7,96756,0.0,2.1533,0.0000,2.1533,OK
sirius,tpch,10,q13,gpu,100,43.0000,43.0000,8.41,122,45,345.0,389.5,91.9,96762,0.0,14.8342,0.0000,14.8342,OK
sirius,tpch,10,q14,gpu,100,6.0000,6.0000,5.25,78,25,138.2,186.0,15.8,96757,0.0,0.8289,0.0000,0.8289,OK
sirius,tpch,10,q15,gpu,100,6.0000,6.0000,5.55,77,20,129.4,151.5,13.8,96688,0.0,0.7766,0.0000,0.7766,OK
sirius,tpch,10,q16,gpu,99,51.0000,51.0000,33.78,195,94,203.6,385.0,33.1,96758,0.0,10.3834,0.0000,10.3834,OK
sirius,tpch,10,q17,gpu,80,63.0000,63.0000,7.76,114,58,224.6,288.2,70.2,96755,0.0,14.1499,0.0000,14.1499,OK
sirius,tpch,10,q18,gpu,44,114.0000,114.0000,16.51,153,76,308.9,398.4,71.1,96762,0.0,35.2178,0.0000,35.2178,OK
sirius,tpch,10,q19,gpu,100,21.0000,21.0000,9.17,139,83,164.7,363.9,20.4,96747,0.0,3.4590,0.0000,3.4590,OK
sirius,tpch,10,q20,gpu,100,15.0000,15.0000,5.35,77,24,130.5,163.7,16.3,96762,0.0,1.9578,0.0000,1.9578,OK
sirius,tpch,10,q21,gpu,20,251.0000,251.0000,10.29,155,86,310.4,330.9,95.3,96757,0.0,77.8983,0.0000,77.8983,OK
sirius,tpch,10,q22,gpu,100,13.0000,13.0000,32.54,171,17,145.7,192.9,33.8,96740,0.0,1.8939,0.0000,1.8939,OK
sirius,tpch,10,q1,cpu,80,63.0000,63.0000,11.47,175,82,347.4,372.6,93.5,96533,0.0,21.8858,0.0000,21.8858,OK
sirius,tpch,10,q2,cpu,100,21.0000,21.0000,7.76,79,15,129.4,142.8,16.2,96761,0.0,2.7168,0.0000,2.7168,OK
sirius,tpch,10,q3,cpu,100,22.0000,22.0000,5.97,88,32,175.6,311.3,40.0,96759,0.0,3.8642,0.0000,3.8642,OK
sirius,tpch,10,q4,cpu,100,18.0000,18.0000,6.15,92,38,188.4,312.0,41.4,96759,0.0,3.3914,0.0000,3.3914,OK
sirius,tpch,10,q5,cpu,54,94.0000,94.0000,7.22,103,49,240.0,350.4,61.6,96760,0.0,22.5571,0.0000,22.5571,OK
