category,engine,benchmark,sf,query,storage,n_reps,run3_ms,min_ms,status
full,maximus,clickbench,10,q8,cpu,0,,,FAIL
full,maximus,clickbench,10,q9,cpu,0,,,FAIL
full,maximus,clickbench,10,q10,cpu,0,,,FAIL
full,maximus,clickbench,10,q11,cpu,0,,,FAIL
full,maximus,clickbench,10,q12,cpu,0,,,FAIL
full,maximus,clickbench,10,q13,cpu,0,,,FAIL
full,maximus,clickbench,10,q14,cpu,0,,,FAIL
full,maximus,clickbench,10,q15,cpu,0,,,FAIL
full,maximus,clickbench,10,q16,cpu,0,,,FAIL
full,maximus,clickbench,10,q17,cpu,0,,,FAIL
full,maximus,clickbench,10,q19,cpu,0,,,FAIL
full,maximus,clickbench,10,q20,cpu,0,,,FAIL
full,maximus,clickbench,10,q21,cpu,0,,,FAIL
full,maximus,clickbench,10,q22,cpu,0,,,FAIL
full,maximus,clickbench,10,q23,cpu,0,,,FAIL
full,maximus,clickbench,10,q24,cpu,0,,,FAIL
full,maximus,clickbench,10,q25,cpu,0,,,FAIL
full,maximus,clickbench,10,q26,cpu,0,,,FAIL
full,maximus,clickbench,10,q29,cpu,0,,,FAIL
full,maximus,clickbench,10,q30,cpu,0,,,FAIL
full,maximus,clickbench,10,q31,cpu,0,,,FAIL
full,maximus,clickbench,10,q32,cpu,0,,,FAIL
full,maximus,clickbench,10,q33,cpu,0,,,FAIL
full,maximus,clickbench,10,q34,cpu,0,,,FAIL
full,maximus,clickbench,10,q35,cpu,0,,,FAIL
full,maximus,clickbench,10,q36,cpu,0,,,FAIL
full,maximus,clickbench,10,q37,cpu,0,,,FAIL
full,maximus,clickbench,10,q38,cpu,0,,,FAIL
full,maximus,clickbench,10,q39,cpu,0,,,FAIL
full,maximus,clickbench,10,q40,cpu,0,,,FAIL
full,maximus,clickbench,10,q41,cpu,0,,,FAIL
full,sirius,clickbench,10,q0,gpu,3,1.0000,,OK
full,sirius,clickbench,10,q1,gpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q2,gpu,3,2.0000,1.0000,OK
full,sirius,clickbench,10,q3,gpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q4,gpu,3,2.0000,1.0000,OK
full,sirius,clickbench,10,q5,gpu,3,22.0000,21.0000,OK
full,sirius,clickbench,10,q6,gpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q7,gpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q8,gpu,3,9.0000,8.0000,OK
full,sirius,clickbench,10,q9,gpu,3,9.0000,9.0000,OK
full,sirius,clickbench,10,q10,gpu,3,5.0000,4.0000,OK
full,sirius,clickbench,10,q11,gpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q12,gpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q13,gpu,3,21.0000,21.0000,OK
full,sirius,clickbench,10,q14,gpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q15,gpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q16,gpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q17,gpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q19,gpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q20,gpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q21,gpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q22,gpu,3,15.0000,15.0000,OK
full,sirius,clickbench,10,q23,gpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q24,gpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q25,gpu,3,19.0000,17.0000,OK
full,sirius,clickbench,10,q26,gpu,3,8.0000,6.0000,OK
full,sirius,clickbench,10,q29,gpu,3,33.0000,31.0000,OK
full,sirius,clickbench,10,q30,gpu,3,3.0000,2.0000,OK
full,sirius,clickbench,10,q31,gpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q32,gpu,3,6.0000,6.0000,OK
full,sirius,clickbench,10,q33,gpu,3,8.0000,8.0000,OK
full,sirius,clickbench,10,q34,gpu,3,9.0000,9.0000,OK
full,sirius,clickbench,10,q35,gpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q36,gpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q37,gpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q38,gpu,3,3.0000,2.0000,OK
full,sirius,clickbench,10,q39,gpu,3,6.0000,6.0000,OK
full,sirius,clickbench,10,q40,gpu,3,3.0000,2.0000,OK
full,sirius,clickbench,10,q41,gpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q0,cpu,3,1.0000,,OK
full,sirius,clickbench,10,q1,cpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q2,cpu,3,2.0000,1.0000,OK
full,sirius,clickbench,10,q3,cpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q4,cpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q5,cpu,3,22.0000,22.0000,OK
full,sirius,clickbench,10,q6,cpu,3,2.0000,1.0000,OK
full,sirius,clickbench,10,q7,cpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q8,cpu,3,9.0000,9.0000,OK
full,sirius,clickbench,10,q9,cpu,3,10.0000,10.0000,OK
full,sirius,clickbench,10,q10,cpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q11,cpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q12,cpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q13,cpu,3,20.0000,20.0000,OK
full,sirius,clickbench,10,q14,cpu,3,5.0000,4.0000,OK
full,sirius,clickbench,10,q15,cpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q16,cpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q17,cpu,3,4.0000,4.0000,OK
full,sirius,clickbench,10,q19,cpu,3,1.0000,1.0000,OK
full,sirius,clickbench,10,q20,cpu,3,5.0000,5.0000,OK
full,sirius,clickbench,10,q21,cpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q22,cpu,3,16.0000,15.0000,OK
full,sirius,clickbench,10,q23,cpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q24,cpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q25,cpu,3,17.0000,17.0000,OK
full,sirius,clickbench,10,q26,cpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q29,cpu,3,32.0000,32.0000,OK
full,sirius,clickbench,10,q30,cpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q31,cpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q32,cpu,3,7.0000,7.0000,OK
full,sirius,clickbench,10,q33,cpu,3,9.0000,8.0000,OK
full,sirius,clickbench,10,q34,cpu,3,9.0000,9.0000,OK
full,sirius,clickbench,10,q35,cpu,3,4.0000,3.0000,OK
full,sirius,clickbench,10,q36,cpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q37,cpu,3,3.0000,3.0000,OK
full,sirius,clickbench,10,q38,cpu,3,2.0000,2.0000,OK
full,sirius,clickbench,10,q39,cpu,3,7.0000,6.0000,OK
full,sirius,clickbench,10,q40,cpu,3,3.0000,2.0000,OK
full,sirius,clickbench,10,q41,cpu,3,2.0000,2.0000,OK
microbench,maximus,microbench_tpch,1,w1_002,gpu,5,,1.5540,OK
microbench,maximus,microbench_tpch,1,w1_004,gpu,5,,0.3050,OK
microbench,maximus,microbench_tpch,1,w1_005,gpu,5,,4.8950,OK
microbench,maximus,microbench_tpch,1,w1_006,gpu,5,,4.9010,OK
microbench,maximus,microbench_tpch,1,w1_007,gpu,5,,9.8560,OK
microbench,maximus,microbench_tpch,1,w1_008,gpu,5,,5.0290,OK
microbench,maximus,microbench_tpch,1,w1_011,gpu,5,,18.8200,OK
microbench,maximus,microbench_tpch,1,w2_003,gpu,5,,0.7410,OK
microbench,maximus,microbench_tpch,1,w2_012,gpu,5,,0.5950,OK
microbench,maximus,microbench_tpch,1,w2_013,gpu,5,,2.1850,OK
microbench,maximus,microbench_tpch,1,w2_014,gpu,5,,3.3500,OK
microbench,maximus,microbench_tpch,1,w2_015,gpu,5,,0.8660,OK
microbench,maximus,microbench_tpch,1,w2_016,gpu,5,,1.8240,OK
microbench,maximus,microbench_tpch,1,w2_017,gpu,5,,4.7460,OK
microbench,maximus,microbench_tpch,1,w3_001,gpu,5,,0.3480,OK
microbench,maximus,microbench_tpch,1,w3_009,gpu,5,,0.7150,OK
microbench,maximus,microbench_tpch,1,w3_010,gpu,5,,0.5720,OK
microbench,maximus,microbench_tpch,1,w3_023,gpu,5,,1.9440,OK
microbench,maximus,microbench_tpch,1,w3_024,gpu,5,,2.4320,OK
microbench,maximus,microbench_tpch,1,w3_025,gpu,5,,1.6750,OK
microbench,maximus,microbench_tpch,1,w3_028,gpu,5,,2.9190,OK
microbench,maximus,microbench_tpch,1,w4_033,gpu,5,,0.5510,OK
microbench,maximus,microbench_tpch,1,w4_052,gpu,5,,1.1380,OK
microbench,maximus,microbench_tpch,1,w4_053,gpu,5,,1.2250,OK
microbench,maximus,microbench_tpch,1,w4_054,gpu,5,,4.0010,OK
microbench,maximus,microbench_tpch,1,w4_055,gpu,5,,1.2920,OK
microbench,maximus,microbench_tpch,1,w4_057,gpu,5,,6.4290,OK
microbench,maximus,microbench_tpch,1,w4_059,gpu,5,,2.2050,OK
microbench,maximus,microbench_tpch,1,w5a_029,gpu,5,,4.6330,OK
microbench,maximus,microbench_tpch,1,w5a_034,gpu,5,,7.4160,OK
microbench,maximus,microbench_tpch,1,w5a_035,gpu,5,,21.4460,OK
microbench,maximus,microbench_tpch,1,w5a_036,gpu,5,,6.9360,OK
microbench,maximus,microbench_tpch,1,w5a_037,gpu,5,,8.1550,OK
microbench,maximus,microbench_tpch,1,w5a_038,gpu,5,,12.8160,OK
microbench,maximus,microbench_tpch,1,w5a_048,gpu,5,,14.2930,OK
microbench,maximus,microbench_tpch,1,w5a_049,gpu,5,,11.1810,OK
microbench,maximus,microbench_tpch,1,w5a_050,gpu,5,,26.7630,OK
microbench,maximus,microbench_tpch,1,w5a_056,gpu,5,,54.4570,OK
microbench,maximus,microbench_tpch,1,w5b_030,gpu,5,,249.4020,OK
microbench,maximus,microbench_tpch,1,w5b_039,gpu,5,,3157.7990,OK
microbench,maximus,microbench_tpch,1,w5b_040,gpu,5,,4581.9460,OK
microbench,maximus,microbench_tpch,1,w5b_041,gpu,5,,93.1780,OK
microbench,maximus,microbench_tpch,1,w5b_042,gpu,5,,5920.0890,OK
microbench,maximus,microbench_tpch,1,w5b_043,gpu,5,,780.1220,OK
microbench,maximus,microbench_tpch,1,w5b_044,gpu,5,,6291.4890,OK
microbench,maximus,microbench_tpch,1,w5b_045,gpu,0,,,FAIL
microbench,maximus,microbench_tpch,1,w5b_047,gpu,0,,,FAIL
microbench,maximus,microbench_tpch,1,w5b_051,gpu,5,,8798.6080,OK
microbench,maximus,microbench_tpch,1,w6_020,gpu,5,,2.3380,OK
microbench,maximus,microbench_tpch,1,w6_021,gpu,5,,3.0960,OK
microbench,maximus,microbench_tpch,1,w6_026,gpu,5,,9.8970,OK
microbench,maximus,microbench_tpch,1,w6_031,gpu,5,,5.5110,OK
microbench,maximus,microbench_tpch,1,w6_032,gpu,5,,3.7190,OK
microbench,maximus,microbench_tpch,1,w6_046,gpu,5,,10.4880,OK
microbench,maximus,microbench_tpch,1,w6_060,gpu,5,,14.4340,OK
microbench,maximus,microbench_tpch,5,w1_002,gpu,5,,2.3160,OK
microbench,maximus,microbench_tpch,5,w1_004,gpu,5,,0.3420,OK
microbench,maximus,microbench_tpch,5,w1_005,gpu,5,,7.9570,OK
microbench,maximus,microbench_tpch,5,w1_006,gpu,5,,7.9600,OK
microbench,maximus,microbench_tpch,5,w1_007,gpu,5,,16.1810,OK
microbench,maximus,microbench_tpch,5,w1_008,gpu,5,,8.2170,OK
microbench,maximus,microbench_tpch,5,w1_011,gpu,5,,31.0260,OK
microbench,maximus,microbench_tpch,5,w2_003,gpu,5,,1.0600,OK
microbench,maximus,microbench_tpch,5,w2_012,gpu,5,,0.7780,OK
microbench,maximus,microbench_tpch,5,w2_013,gpu,5,,3.3870,OK
microbench,maximus,microbench_tpch,5,w2_014,gpu,5,,5.3100,OK
microbench,maximus,microbench_tpch,5,w2_015,gpu,5,,1.1460,OK
microbench,maximus,microbench_tpch,5,w2_016,gpu,5,,2.8610,OK
microbench,maximus,microbench_tpch,5,w2_017,gpu,5,,7.6590,OK
microbench,maximus,microbench_tpch,5,w3_001,gpu,5,,0.3720,OK
microbench,maximus,microbench_tpch,5,w3_009,gpu,5,,1.0110,OK
microbench,maximus,microbench_tpch,5,w3_010,gpu,5,,0.7670,OK
microbench,maximus,microbench_tpch,5,w3_023,gpu,5,,2.9290,OK
microbench,maximus,microbench_tpch,5,w3_024,gpu,5,,3.7890,OK
microbench,maximus,microbench_tpch,5,w3_025,gpu,5,,2.5350,OK
microbench,maximus,microbench_tpch,5,w3_028,gpu,5,,4.5590,OK
microbench,maximus,microbench_tpch,5,w4_033,gpu,5,,1.9760,OK
microbench,maximus,microbench_tpch,5,w4_052,gpu,5,,3.9000,OK
microbench,maximus,microbench_tpch,5,w4_053,gpu,5,,1.8870,OK
microbench,maximus,microbench_tpch,5,w4_054,gpu,5,,12.7540,OK
microbench,maximus,microbench_tpch,5,w4_055,gpu,5,,1.8190,OK
microbench,maximus,microbench_tpch,5,w4_057,gpu,5,,17.1150,OK
microbench,maximus,microbench_tpch,5,w4_059,gpu,5,,3.2750,OK
microbench,maximus,microbench_tpch,5,w5a_029,gpu,5,,3.6830,OK
microbench,maximus,microbench_tpch,5,w5a_034,gpu,5,,8.1860,OK
microbench,maximus,microbench_tpch,5,w5a_035,gpu,5,,16.0160,OK
microbench,maximus,microbench_tpch,5,w5a_036,gpu,5,,8.0410,OK
microbench,maximus,microbench_tpch,5,w5a_037,gpu,5,,8.1200,OK
microbench,maximus,microbench_tpch,5,w5a_038,gpu,5,,5.6010,OK
microbench,maximus,microbench_tpch,5,w5a_048,gpu,5,,11.9850,OK
microbench,maximus,microbench_tpch,5,w5a_049,gpu,5,,9.7720,OK
microbench,maximus,microbench_tpch,5,w5a_050,gpu,5,,15.6850,OK
microbench,maximus,microbench_tpch,5,w5a_056,gpu,5,,20.9350,OK
microbench,maximus,microbench_tpch,5,w5b_030,gpu,5,,30.7800,OK
microbench,maximus,microbench_tpch,5,w5b_039,gpu,5,,34.1750,OK
microbench,maximus,microbench_tpch,5,w5b_040,gpu,5,,34.6340,OK
microbench,maximus,microbench_tpch,5,w5b_041,gpu,5,,12.5990,OK
microbench,maximus,microbench_tpch,5,w5b_042,gpu,5,,38.0250,OK
microbench,maximus,microbench_tpch,5,w5b_043,gpu,5,,12.5400,OK
microbench,maximus,microbench_tpch,5,w5b_044,gpu,5,,44.3240,OK
microbench,maximus,microbench_tpch,5,w5b_045,gpu,5,,49.2800,OK
microbench,maximus,microbench_tpch,5,w5b_047,gpu,5,,46.3590,OK
microbench,maximus,microbench_tpch,5,w5b_051,gpu,5,,49.1030,OK
microbench,maximus,microbench_tpch,5,w6_020,gpu,5,,3.7620,OK
microbench,maximus,microbench_tpch,5,w6_021,gpu,5,,4.8910,OK
microbench,maximus,microbench_tpch,5,w6_026,gpu,5,,16.7620,OK
microbench,maximus,microbench_tpch,5,w6_031,gpu,5,,8.8550,OK
microbench,maximus,microbench_tpch,5,w6_032,gpu,5,,6.2090,OK
microbench,maximus,microbench_tpch,5,w6_046,gpu,5,,17.8060,OK
microbench,maximus,microbench_tpch,5,w6_060,gpu,5,,24.1230,OK
microbench,maximus,microbench_tpch,10,w1_002,gpu,5,,4.2210,OK
microbench,maximus,microbench_tpch,10,w1_004,gpu,5,,0.3260,OK
microbench,maximus,microbench_tpch,10,w1_005,gpu,5,,15.5610,OK
microbench,maximus,microbench_tpch,10,w1_006,gpu,5,,15.5740,OK
microbench,maximus,microbench_tpch,10,w1_007,gpu,5,,31.9450,OK
microbench,maximus,microbench_tpch,10,w1_008,gpu,5,,16.1380,OK
microbench,maximus,microbench_tpch,10,w1_011,gpu,5,,61.4830,OK
microbench,maximus,microbench_tpch,10,w2_003,gpu,5,,1.7590,OK
microbench,maximus,microbench_tpch,10,w2_012,gpu,5,,1.2180,OK
microbench,maximus,microbench_tpch,10,w2_013,gpu,5,,6.3950,OK
microbench,maximus,microbench_tpch,10,w2_014,gpu,5,,10.2360,OK
microbench,maximus,microbench_tpch,10,w2_015,gpu,5,,1.8970,OK
microbench,maximus,microbench_tpch,10,w2_016,gpu,5,,5.3250,OK
microbench,maximus,microbench_tpch,10,w2_017,gpu,5,,14.9360,OK
microbench,maximus,microbench_tpch,10,w3_001,gpu,5,,0.4420,OK
microbench,maximus,microbench_tpch,10,w3_009,gpu,5,,1.6750,OK
microbench,maximus,microbench_tpch,10,w3_010,gpu,5,,1.2340,OK
microbench,maximus,microbench_tpch,10,w3_023,gpu,5,,5.5240,OK
microbench,maximus,microbench_tpch,10,w3_024,gpu,5,,7.2060,OK
microbench,maximus,microbench_tpch,10,w3_025,gpu,5,,4.7400,OK
microbench,maximus,microbench_tpch,10,w3_028,gpu,5,,8.5320,OK
microbench,maximus,microbench_tpch,10,w4_033,gpu,5,,3.4940,OK
microbench,maximus,microbench_tpch,10,w4_052,gpu,5,,7.9810,OK
microbench,maximus,microbench_tpch,10,w4_053,gpu,5,,3.4240,OK
microbench,maximus,microbench_tpch,10,w4_054,gpu,5,,24.5310,OK
microbench,maximus,microbench_tpch,10,w4_055,gpu,5,,3.5030,OK
microbench,maximus,microbench_tpch,10,w4_057,gpu,5,,36.6700,OK
microbench,maximus,microbench_tpch,10,w4_059,gpu,5,,6.3270,OK
microbench,maximus,microbench_tpch,10,w5a_029,gpu,5,,7.1990,OK
microbench,maximus,microbench_tpch,10,w5a_034,gpu,5,,16.0890,OK
microbench,maximus,microbench_tpch,10,w5a_035,gpu,5,,31.7030,OK
microbench,maximus,microbench_tpch,10,w5a_036,gpu,5,,15.5610,OK
microbench,maximus,microbench_tpch,10,w5a_037,gpu,5,,14.1950,OK
microbench,maximus,microbench_tpch,10,w5a_038,gpu,5,,10.9140,OK
microbench,maximus,microbench_tpch,10,w5a_048,gpu,5,,23.5280,OK
microbench,maximus,microbench_tpch,10,w5a_049,gpu,5,,19.3390,OK
microbench,maximus,microbench_tpch,10,w5a_050,gpu,5,,31.8920,OK
microbench,maximus,microbench_tpch,10,w5a_056,gpu,5,,42.2920,OK
microbench,maximus,microbench_tpch,10,w5b_030,gpu,5,,61.4860,OK
microbench,maximus,microbench_tpch,10,w5b_039,gpu,5,,68.3130,OK
microbench,maximus,microbench_tpch,10,w5b_040,gpu,5,,70.2750,OK
microbench,maximus,microbench_tpch,10,w5b_041,gpu,5,,22.5620,OK
microbench,maximus,microbench_tpch,10,w5b_042,gpu,5,,76.1920,OK
microbench,maximus,microbench_tpch,10,w5b_043,gpu,5,,24.7060,OK
microbench,maximus,microbench_tpch,10,w5b_044,gpu,5,,91.9000,OK
microbench,maximus,microbench_tpch,10,w5b_045,gpu,5,,101.0610,OK
microbench,maximus,microbench_tpch,10,w5b_047,gpu,5,,92.5330,OK
microbench,maximus,microbench_tpch,10,w5b_051,gpu,5,,97.8820,OK
microbench,maximus,microbench_tpch,10,w6_020,gpu,5,,7.7980,OK
microbench,maximus,microbench_tpch,10,w6_021,gpu,5,,9.9020,OK
microbench,maximus,microbench_tpch,10,w6_026,gpu,5,,36.7790,OK
microbench,maximus,microbench_tpch,10,w6_031,gpu,5,,17.3010,OK
microbench,maximus,microbench_tpch,10,w6_032,gpu,5,,13.3190,OK
microbench,maximus,microbench_tpch,10,w6_046,gpu,5,,39.3630,OK
microbench,maximus,microbench_tpch,10,w6_060,gpu,5,,49.7840,OK
microbench,maximus,microbench_tpch,20,w1_002,gpu,5,,8.0750,OK
microbench,maximus,microbench_tpch,20,w1_004,gpu,5,,0.3590,OK
microbench,maximus,microbench_tpch,20,w1_005,gpu,5,,30.8120,OK
microbench,maximus,microbench_tpch,20,w1_006,gpu,5,,30.8310,OK
microbench,maximus,microbench_tpch,20,w1_007,gpu,5,,63.5240,OK
microbench,maximus,microbench_tpch,20,w1_008,gpu,5,,32.0510,OK
microbench,maximus,microbench_tpch,20,w1_011,gpu,5,,122.4040,OK
microbench,maximus,microbench_tpch,20,w2_003,gpu,5,,3.1300,OK
microbench,maximus,microbench_tpch,20,w2_012,gpu,5,,2.1770,OK
microbench,maximus,microbench_tpch,20,w2_013,gpu,5,,12.4970,OK
microbench,maximus,microbench_tpch,20,w2_014,gpu,5,,20.1400,OK
microbench,maximus,microbench_tpch,20,w2_015,gpu,5,,3.4130,OK
microbench,maximus,microbench_tpch,20,w2_016,gpu,5,,10.2320,OK
microbench,maximus,microbench_tpch,20,w2_017,gpu,5,,29.5780,OK
microbench,maximus,microbench_tpch,20,w3_001,gpu,5,,0.5820,OK
microbench,maximus,microbench_tpch,20,w3_009,gpu,5,,2.9950,OK
microbench,maximus,microbench_tpch,20,w3_010,gpu,5,,2.1580,OK
microbench,maximus,microbench_tpch,20,w3_023,gpu,5,,10.6650,OK
microbench,maximus,microbench_tpch,20,w3_024,gpu,5,,14.0350,OK
microbench,maximus,microbench_tpch,20,w3_025,gpu,5,,9.1400,OK
microbench,maximus,microbench_tpch,20,w3_028,gpu,5,,16.4640,OK
microbench,maximus,microbench_tpch,20,w4_033,gpu,5,,6.9550,OK
microbench,maximus,microbench_tpch,20,w4_052,gpu,5,,16.9320,OK
microbench,maximus,microbench_tpch,20,w4_053,gpu,5,,7.0720,OK
microbench,maximus,microbench_tpch,20,w4_054,gpu,5,,48.6630,OK
microbench,maximus,microbench_tpch,20,w4_055,gpu,5,,7.3850,OK
microbench,maximus,microbench_tpch,20,w4_057,gpu,5,,65.9530,OK
microbench,maximus,microbench_tpch,20,w4_059,gpu,5,,13.1430,OK
microbench,maximus,microbench_tpch,20,w5a_029,gpu,5,,14.6320,OK
microbench,maximus,microbench_tpch,20,w5a_034,gpu,5,,32.0300,OK
microbench,maximus,microbench_tpch,20,w5a_035,gpu,5,,63.6190,OK
microbench,maximus,microbench_tpch,20,w5a_036,gpu,5,,44.5760,OK
microbench,maximus,microbench_tpch,20,w5a_037,gpu,5,,30.4100,OK
microbench,maximus,microbench_tpch,20,w5a_038,gpu,5,,21.8300,OK
microbench,maximus,microbench_tpch,20,w5a_048,gpu,5,,46.7450,OK
microbench,maximus,microbench_tpch,20,w5a_049,gpu,5,,38.3940,OK
microbench,maximus,microbench_tpch,20,w5a_050,gpu,5,,64.7100,OK
microbench,maximus,microbench_tpch,20,w5a_056,gpu,5,,85.7460,OK
