run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_cpu_q1,tpch,1,q1,cpu,358,28,28.4,79.56,1052,977,53.5,54.8,3445,4.7,9,1.5,112.0,3.0,3.1,OK
tpch_sf1_cpu_q2,tpch,1,q2,cpu,1667,5,6.0,65.12,861,809,52.4,52.7,3445,5.7,11,0.3,112.5,3.3,0.6,OK
tpch_sf1_cpu_q3,tpch,1,q3,cpu,500,20,20.2,113.68,1511,1461,51.5,52.2,3445,2.5,6,1.0,112.4,3.2,2.2,OK
tpch_sf1_cpu_q4,tpch,1,q4,cpu,770,13,13.1,158.20,2106,2028,51.7,52.2,3445,1.9,4,0.7,-1629.8,3.3,-21.2,OK
tpch_sf1_cpu_q5,tpch,1,q5,cpu,435,22,22.2,102.52,1361,1293,52.6,53.4,3445,2.8,6,1.2,112.2,3.2,2.5,OK
tpch_sf1_cpu_q6,tpch,1,q6,cpu,667,15,15.3,134.68,1793,1722,51.7,52.3,3441,2.2,4,0.8,112.1,3.0,1.7,OK
tpch_sf1_cpu_q7,tpch,1,q7,cpu,435,23,23.4,104.01,1380,1310,52.4,53.0,3445,2.7,12,1.2,113.0,3.2,2.6,OK
tpch_sf1_cpu_q8,tpch,1,q8,cpu,371,26,27.0,101.01,1340,1251,52.3,53.1,3445,2.7,12,1.4,112.6,3.1,2.9,OK
tpch_sf1_cpu_q9,tpch,1,q9,cpu,304,32,33.3,92.79,1235,1157,53.6,54.5,3447,3.2,10,1.7,111.7,3.1,3.6,OK
tpch_sf1_cpu_q10,tpch,1,q10,cpu,455,22,22.2,104.39,1386,1320,52.6,53.3,3447,2.6,6,1.2,112.3,3.3,2.5,OK
tpch_sf1_cpu_q11,tpch,1,q11,cpu,715,13,14.2,31.05,403,347,62.4,63.6,3447,11.6,13,0.8,113.1,3.4,1.5,OK
tpch_sf1_cpu_q12,tpch,1,q12,cpu,109,90,92.2,38.73,511,446,53.4,54.2,3445,6.4,22,4.8,112.1,3.2,10.1,OK
tpch_sf1_cpu_q13,tpch,1,q13,cpu,304,32,32.8,30.40,395,340,89.5,96.2,3447,20.4,34,2.9,111.9,3.0,3.6,OK
tpch_sf1_cpu_q14,tpch,1,q14,cpu,129,77,78.1,41.91,555,551,54.2,71.0,3441,5.7,26,4.2,112.4,2.9,8.7,OK
tpch_sf1_cpu_q15,tpch,1,q15,cpu,132,74,75.5,41.12,543,471,54.6,55.4,3447,6.6,17,4.0,112.0,3.0,8.3,OK
tpch_sf1_cpu_q16,tpch,1,q16,cpu,313,32,32.2,25.24,329,271,68.9,71.5,3441,31.2,41,2.2,112.4,2.9,3.6,OK
tpch_sf1_cpu_q17,tpch,1,q17,cpu,125,78,79.9,41.12,545,449,54.8,55.6,3445,6.5,18,4.3,111.4,3.0,8.7,OK
tpch_sf1_cpu_q18,tpch,1,q18,cpu,105,94,95.2,38.14,505,439,55.9,57.1,3447,7.7,23,5.3,111.3,3.2,10.5,OK
tpch_sf1_cpu_q19,tpch,1,q19,cpu,109,92,94.7,37.19,492,428,66.9,72.5,3443,11.2,32,6.2,110.5,3.0,10.2,OK
tpch_sf1_cpu_q20,tpch,1,q20,cpu,109,90,92.0,40.30,534,454,55.6,56.7,3445,7.3,21,5.0,111.2,3.1,10.0,OK
tpch_sf1_cpu_q21,tpch,1,q21,cpu,68,147,150.3,31.04,408,330,83.7,96.9,6561,18.5,64,12.3,110.5,2.9,16.3,OK
tpch_sf1_cpu_q22,tpch,1,q22,cpu,477,20,20.7,37.90,498,436,56.4,57.2,3447,6.9,15,1.1,110.9,3.2,2.2,OK
tpch_sf2_cpu_q1,tpch,2,q1,cpu,173,57,58.0,83.26,1114,1001,58.0,61.0,3445,4.1,20,3.3,111.0,2.9,6.3,OK
tpch_sf2_cpu_q2,tpch,2,q2,cpu,1112,9,9.1,88.30,1171,1060,55.6,56.2,3445,4.2,6,0.5,112.1,3.3,1.0,OK
tpch_sf2_cpu_q3,tpch,2,q3,cpu,250,39,39.6,133.98,1797,1729,55.2,56.6,3445,2.3,12,2.2,111.6,2.9,4.4,OK
tpch_sf2_cpu_q4,tpch,2,q4,cpu,385,25,25.6,182.72,2447,2415,54.9,56.0,3445,1.4,7,1.4,111.7,3.0,2.8,OK
tpch_sf2_cpu_q5,tpch,2,q5,cpu,223,42,44.4,122.13,1633,1456,55.5,57.0,3445,3.0,12,2.3,114.7,3.0,4.8,OK
tpch_sf2_cpu_q6,tpch,2,q6,cpu,323,30,30.7,140.58,1884,1834,54.7,55.6,3441,1.7,8,1.6,111.7,2.9,3.4,OK
tpch_sf2_cpu_q7,tpch,2,q7,cpu,218,45,46.0,120.75,1615,1416,55.4,56.6,3445,3.1,12,2.5,111.8,3.0,5.0,OK
tpch_sf2_cpu_q8,tpch,2,q8,cpu,189,51,53.4,110.91,1486,1339,55.2,56.3,3445,2.1,13,2.8,111.7,3.0,5.7,OK
tpch_sf2_cpu_q9,tpch,2,q9,cpu,152,64,66.5,98.77,1319,1126,56.2,57.8,3447,3.0,18,3.6,112.1,3.0,7.2,OK
tpch_sf2_cpu_q10,tpch,2,q10,cpu,233,42,43.3,122.25,1634,1450,55.0,56.1,3447,3.4,11,2.3,-2358.7,3.1,-99.1,OK
tpch_sf2_cpu_q11,tpch,2,q11,cpu,385,26,26.5,35.35,461,362,65.1,67.4,3447,10.5,16,1.7,112.2,3.3,2.9,OK
tpch_sf2_cpu_q12,tpch,2,q12,cpu,55,180,183.8,46.57,620,491,56.3,57.8,3445,6.7,23,10.1,111.2,2.9,20.0,OK
tpch_sf2_cpu_q13,tpch,2,q13,cpu,157,63,64.9,33.59,442,351,92.4,103.1,3447,15.2,41,5.8,112.3,2.8,7.1,OK
tpch_sf2_cpu_q14,tpch,2,q14,cpu,66,153,157.9,46.57,616,583,54.0,72.6,3443,5.6,41,8.3,113.4,2.9,17.3,OK
tpch_sf2_cpu_q15,tpch,2,q15,cpu,67,148,150.4,44.68,590,493,53.0,54.1,3449,7.2,25,7.8,112.7,3.0,16.7,OK
tpch_sf2_cpu_q16,tpch,2,q16,cpu,205,48,48.3,31.34,408,329,65.7,69.3,3441,20.2,26,3.2,115.0,3.0,5.5,OK
tpch_sf2_cpu_q17,tpch,2,q17,cpu,58,169,173.0,43.62,575,439,53.0,54.3,3447,6.0,39,9.0,114.9,-7985.2,19.4,OK
tpch_sf2_cpu_q18,tpch,2,q18,cpu,49,203,207.8,45.29,596,465,53.3,55.3,3447,7.5,37,10.8,115.5,3.0,23.4,OK
tpch_sf2_cpu_q19,tpch,2,q19,cpu,51,197,201.0,41.55,547,380,62.6,66.8,6553,9.8,61,12.3,115.0,2.9,22.7,OK
tpch_sf2_cpu_q20,tpch,2,q20,cpu,55,180,184.9,47.75,630,525,52.6,54.3,3445,5.6,24,9.5,113.7,3.0,20.5,OK
tpch_sf2_cpu_q21,tpch,2,q21,cpu,34,300,304.5,36.79,482,365,79.2,97.2,12785,21.0,99,23.7,113.0,2.8,33.9,OK
tpch_sf2_cpu_q22,tpch,2,q22,cpu,257,38,39.7,42.02,556,474,53.0,54.1,3447,6.3,9,2.0,112.1,3.1,4.3,OK
tpch_sf5_cpu_q1,tpch,5,q1,cpu,70,143,149.2,95.55,1261,1045,56.4,60.3,7071,7.7,41,8.1,124.0,2.9,17.7,OK
tpch_sf5_cpu_q2,tpch,5,q2,cpu,556,18,19.3,136.06,1783,1655,54.0,55.6,3889,5.6,18,1.0,124.3,2.8,2.2,OK
tpch_sf5_cpu_q3,tpch,5,q3,cpu,102,98,102.4,152.13,2003,1761,53.9,55.5,3883,4.5,29,5.3,125.9,3.0,12.3,OK
tpch_sf5_cpu_q4,tpch,5,q4,cpu,157,63,65.8,201.06,2583,2510,54.3,131.7,7440,4.6,65,3.4,129.0,3.0,8.1,OK
tpch_sf5_cpu_q5,tpch,5,q5,cpu,91,108,113.3,139.42,1764,1435,54.7,56.5,6728,5.1,34,5.9,133.3,2.9,14.4,OK
tpch_sf5_cpu_q6,tpch,5,q6,cpu,132,80,89.5,150.91,1889,1824,128.2,134.9,6724,39.0,61,10.3,132.5,2.9,10.6,OK
tpch_sf5_cpu_q7,tpch,5,q7,cpu,88,118,129.7,136.39,1700,1700,128.7,135.9,6728,39.4,64,15.2,133.9,2.9,15.8,OK
tpch_sf5_cpu_q8,tpch,5,q8,cpu,76,130,168.6,132.01,1648,1646,127.9,136.1,12984,38.9,91,16.6,133.3,2.8,17.3,OK
tpch_sf5_cpu_q9,tpch,5,q9,cpu,61,165,177.4,111.93,1398,1392,119.7,139.1,12776,45.7,81,19.8,133.8,2.9,22.1,OK
tpch_sf5_cpu_q10,tpch,5,q10,cpu,95,112,122.4,143.36,1798,1798,131.8,136.7,4314,55.2,72,14.8,133.1,2.9,14.9,OK
tpch_sf5_cpu_q11,tpch,5,q11,cpu,157,69,78.4,48.13,591,447,136.4,140.5,4316,59.9,69,9.4,-7313.2,2.9,-504.6,OK
tpch_sf5_cpu_q12,tpch,5,q12,cpu,22,471,486.8,58.32,725,699,130.7,135.1,4312,55.6,69,61.6,134.6,2.8,63.4,OK
tpch_sf5_cpu_q13,tpch,5,q13,cpu,61,185,195.0,42.21,525,381,151.8,164.7,7506,62.9,93,28.1,132.2,2.7,24.5,OK
tpch_sf5_cpu_q14,tpch,5,q14,cpu,27,391,415.2,56.49,706,706,120.0,135.2,4310,48.8,68,46.9,135.0,2.8,52.8,OK
tpch_sf5_cpu_q15,tpch,5,q15,cpu,28,385,402.9,60.22,745,734,134.3,138.9,4318,56.8,69,51.7,134.3,2.7,51.7,OK
tpch_sf5_cpu_q16,tpch,5,q16,cpu,97,118,125.8,45.09,548,422,139.0,143.6,4312,65.9,84,16.4,132.6,2.8,15.6,OK
tpch_sf5_cpu_q17,tpch,5,q17,cpu,25,427,448.9,56.04,696,696,131.9,136.1,7212,55.7,86,56.3,134.7,2.8,57.5,OK
tpch_sf5_cpu_q18,tpch,5,q18,cpu,20,517,535.0,59.07,732,658,131.5,134.9,7212,57.0,98,68.0,133.0,2.7,68.8,OK
tpch_sf5_cpu_q19,tpch,5,q19,cpu,21,514,531.8,53.83,666,619,135.1,145.2,15256,57.7,99,69.5,134.5,2.7,69.1,OK
tpch_sf5_cpu_q20,tpch,5,q20,cpu,23,478,493.8,61.70,770,770,131.0,135.7,4316,56.6,71,62.6,134.5,2.7,64.3,OK
tpch_sf10_cpu_q1,tpch,10,q1,cpu,32,321,341.6,110.72,1377,1377,132.0,139.8,12996,55.3,84,42.4,134.5,2.7,43.2,OK
tpch_sf10_cpu_q2,tpch,10,q2,cpu,239,33,41.8,157.94,1983,1130,130.2,134.4,4316,55.2,69,4.3,134.9,2.5,4.5,OK
tpch_sf10_cpu_q3,tpch,10,q3,cpu,49,199,265.7,170.44,2057,1298,179.8,191.9,11624,80.5,100,35.8,131.4,2.8,26.2,OK
tpch_sf10_cpu_q4,tpch,10,q4,cpu,75,138,228.5,225.85,2655,2655,183.4,195.7,11556,79.5,100,25.3,132.9,2.8,18.3,OK
tpch_sf10_cpu_q5,tpch,10,q5,cpu,46,216,334.3,174.78,2062,2016,183.8,195.8,15002,76.4,100,39.7,133.0,2.6,28.7,OK
tpch_sf10_cpu_q6,tpch,10,q6,cpu,62,167,215.0,158.82,1863,1829,183.3,196.5,13864,75.0,100,30.6,133.4,2.8,22.3,OK
tpch_sf10_cpu_q7,tpch,10,q7,cpu,42,250,393.1,172.04,2024,1958,184.0,196.5,15310,75.6,100,46.0,-1541.5,2.6,-385.4,OK
tpch_sf10_cpu_q8,tpch,10,q8,cpu,36,264,411.4,156.32,1845,1845,183.5,196.6,15768,78.6,100,48.5,133.0,2.6,35.1,OK
tpch_sf10_cpu_q9,tpch,10,q9,cpu,29,0,0.0,33.36,385,374,182.9,193.5,15762,77.9,100,0.0,139.1,2.3,0.0,FAIL
tpch_sf10_cpu_q10,tpch,10,q10,cpu,44,261,388.1,181.79,2138,2130,183.5,196.6,15802,70.4,100,47.9,132.6,2.6,34.6,OK
tpch_sf10_cpu_q11,tpch,10,q11,cpu,72,129,237.2,69.93,818,818,184.8,195.8,9724,68.3,100,23.8,135.4,2.5,17.5,OK
tpch_sf10_cpu_q12,tpch,10,q12,cpu,11,1182,1290.6,93.05,1089,1089,183.5,193.2,7662,72.6,100,216.9,134.0,2.4,158.4,OK
tpch_sf10_cpu_q13,tpch,10,q13,cpu,26,495,613.5,53.21,620,620,192.0,216.6,14510,86.7,100,95.0,136.0,2.4,67.3,OK
tpch_sf10_cpu_q14,tpch,10,q14,cpu,13,1003,1125.8,90.79,1063,1063,183.3,195.8,7658,74.3,100,183.9,134.3,2.4,134.7,OK
tpch_sf10_cpu_q15,tpch,10,q15,cpu,13,910,1049.7,84.39,991,991,183.4,193.8,7666,75.5,100,166.9,134.3,2.4,122.2,OK
tpch_sf10_cpu_q16,tpch,10,q16,cpu,41,275,407.9,55.58,653,653,186.9,209.4,11192,81.9,100,51.4,136.4,2.5,37.5,OK
tpch_sf10_cpu_q17,tpch,10,q17,cpu,12,0,0.0,56.10,625,624,182.8,193.3,15704,80.6,100,0.0,137.3,2.2,0.0,FAIL
tpch_sf10_cpu_q18,tpch,10,q18,cpu,10,0,0.0,42.13,468,452,181.9,192.3,15822,66.7,100,0.0,138.7,2.2,0.0,FAIL
h2o_sf1gb_cpu_q1,h2o,1gb,q1,cpu,910,11,30.5,123.38,1442,1439,183.7,197.6,8840,80.1,100,2.0,132.1,3.0,1.5,OK
h2o_sf1gb_cpu_q2,h2o,1gb,q2,cpu,500,19,46.9,77.41,901,861,183.9,199.2,8840,74.5,100,3.5,132.0,2.9,2.5,OK
h2o_sf1gb_cpu_q3,h2o,1gb,q3,cpu,213,22,41.8,34.69,404,404,184.5,194.9,8844,79.4,100,4.1,131.1,2.9,2.9,OK
h2o_sf1gb_cpu_q4,h2o,1gb,q4,cpu,313,19,28.5,43.67,507,507,183.9,193.9,8842,79.1,100,3.5,132.5,3.0,2.5,OK
h2o_sf1gb_cpu_q5,h2o,1gb,q5,cpu,500,20,30.0,69.43,812,795,184.6,194.6,8842,72.5,100,3.7,132.4,3.0,2.6,OK
h2o_sf1gb_cpu_q6,h2o,1gb,q6,cpu,35,189,288.1,19.66,231,217,196.9,215.5,8838,91.6,100,37.2,130.8,2.1,24.7,OK
h2o_sf1gb_cpu_q7,h2o,1gb,q7,cpu,223,16,38.3,35.33,409,386,184.7,204.5,8844,77.1,100,3.0,132.2,2.9,2.1,OK
h2o_sf1gb_cpu_q9,h2o,1gb,q9,cpu,189,20,50.1,35.77,414,398,184.0,193.2,8842,72.6,100,3.7,132.0,2.7,2.6,OK
h2o_sf1gb_cpu_q10,h2o,1gb,q10,cpu,167,48,89.3,37.59,437,404,185.4,195.8,8844,67.0,100,8.9,131.9,2.8,6.3,OK
h2o_sf2gb_cpu_q1,h2o,2gb,q1,cpu,200,23,42.2,55.36,645,578,183.8,195.7,10328,73.6,100,4.2,132.6,3.0,3.0,OK
h2o_sf2gb_cpu_q2,h2o,2gb,q2,cpu,125,38,68.6,41.00,481,449,184.2,196.2,10030,83.5,100,7.0,132.3,2.8,5.0,OK
h2o_sf2gb_cpu_q3,h2o,2gb,q3,cpu,233,42,64.9,73.31,856,841,185.1,195.1,10034,74.7,100,7.8,132.4,2.9,5.6,OK
h2o_sf2gb_cpu_q4,h2o,2gb,q4,cpu,271,37,47.7,79.06,921,921,184.2,196.7,10032,75.0,100,6.8,132.0,2.9,4.9,OK
h2o_sf2gb_cpu_q5,h2o,2gb,q5,cpu,213,40,54.4,65.43,765,746,184.6,197.5,10032,71.1,100,7.4,132.0,2.9,5.3,OK
h2o_sf2gb_cpu_q6,h2o,2gb,q6,cpu,20,510,569.0,24.42,293,280,197.9,217.4,10028,92.6,100,100.9,130.2,2.1,66.4,OK
h2o_sf2gb_cpu_q7,h2o,2gb,q7,cpu,159,33,57.1,50.11,582,582,185.0,194.6,10034,74.3,100,6.1,131.9,2.8,4.4,OK
h2o_sf2gb_cpu_q9,h2o,2gb,q9,cpu,250,40,71.3,80.09,936,936,184.5,195.4,10032,70.0,100,7.4,131.5,2.9,5.3,OK
h2o_sf2gb_cpu_q10,h2o,2gb,q10,cpu,103,96,145.9,47.03,548,548,185.4,196.5,11498,76.9,100,17.8,-5374.2,2.7,-515.9,OK
h2o_sf3gb_cpu_q1,h2o,3gb,q1,cpu,66,151,180.0,127.57,1499,1489,184.1,196.6,14422,70.7,100,27.8,132.8,2.8,20.1,OK
h2o_sf3gb_cpu_q2,h2o,3gb,q2,cpu,37,266,321.6,87.28,1027,1027,184.8,199.6,14424,75.6,100,49.2,133.4,2.7,35.5,OK
h2o_sf3gb_cpu_q3,h2o,3gb,q3,cpu,15,654,769.7,61.27,718,707,183.8,198.7,15570,84.2,100,120.2,133.4,2.4,87.2,OK
h2o_sf3gb_cpu_q4,h2o,3gb,q4,cpu,44,200,225.0,96.26,1129,1115,183.8,195.3,14424,84.6,100,36.8,133.2,2.8,26.6,OK
h2o_sf3gb_cpu_q5,h2o,3gb,q5,cpu,45,213,239.8,98.21,1153,1153,184.7,197.6,14424,71.0,100,39.3,133.2,2.7,28.4,OK
h2o_sf3gb_cpu_q6,h2o,3gb,q6,cpu,3,4033,4075.3,36.38,424,424,191.7,223.5,14420,61.6,100,773.3,135.0,2.1,544.6,OK
h2o_sf3gb_cpu_q7,h2o,3gb,q7,cpu,16,622,715.2,61.03,716,706,183.7,197.4,14426,90.9,100,114.2,133.6,2.4,83.1,OK
h2o_sf3gb_cpu_q9,h2o,3gb,q9,cpu,24,0,0.0,27.02,312,311,184.3,196.8,15570,74.7,100,0.0,137.2,2.3,0.0,FAIL
h2o_sf4gb_cpu_q1,h2o,4gb,q1,cpu,41,205,243.6,115.65,1359,1359,183.3,196.9,14422,78.1,100,37.6,133.4,2.7,27.3,OK
h2o_sf4gb_cpu_q2,h2o,4gb,q2,cpu,27,364,436.3,98.33,1153,1138,184.2,202.6,15494,68.0,100,67.1,133.6,2.6,48.6,OK
h2o_sf4gb_cpu_q4,h2o,4gb,q4,cpu,34,266,295.6,104.22,1230,1219,183.7,194.9,15156,75.6,100,48.9,133.5,2.7,35.5,OK
